station_id,primary_station_id_3,primary_station_id_2,station_name,height_of_station_above_sea_level,sub_region,region,record_id,source_id
AGM00060540,AGM00060540-410,AGM00060540-1,EL-KHEITER,1001,61,1,1,410
AGM00060549,AGM00060549-166,AGM00060549-1,MECHERIA,1175,61,1,1,166
AGM00060550,AGM00060550-410,AGM00060550-1,EL-BAYADH,1347,61,1,1,410
AGM00060555,AGM00060555-166,AGM00060555-1,SIDI MAHDI,85,61,1,1,166
AGM00060557,AGM00060557-410,AGM00060557-1,NAAMA,1166,61,1,1,410
AGM00060559,AGM00060559-166,AGM00060559-1,GUEMAR,62,61,1,1,166
AGM00060560,AGM00060560-410,AGM00060560-1,AIN-SEFRA,1059,61,1,1,410
AGM00060563,AGM00060563-166,AGM00060563-1,HASSIR'MEL,764,61,1,1,166
AGM00060566,AGM00060566-166,AGM00060566-1,NOUMERAT,461,61,1,1,166
AGM00060571,AGM00060571-166,AGM00060571-1,BECHAR,811,61,1,1,166
AGM00060580,AGM00060580-166,AGM00060580-1,OUARGLA,150,61,1,1,166
AGM00060581,AGM00060581-166,AGM00060581-1,OUED IRARA,141,61,1,1,166
AGM00060602,AGM00060602-410,AGM00060602-1,BENI-ABBES,505,61,1,1,410
AGM00060603,AGM00060603-410,AGM00060603-1,RHOURD NOUSS,252,61,1,1,410
AGM00060607,AGM00060607-166,AGM00060607-1,TIMIMOUN,313,61,1,1,166
AGM00060620,AGM00060620-166,AGM00060620-1,TOUAT CHEIKH SIDI MOHAMED BEL,280,61,1,1,166
AGM00060630,AGM00060630-166,AGM00060630-1,IN-SALAH,269,61,1,1,166
AGM00060640,AGM00060640-166,AGM00060640-1,ILLIZI TAKHAMALT,542,61,1,1,166
AGM00060656,AGM00060656-166,AGM00060656-1,TINDOUF,443,61,1,1,166
AGM00060670,AGM00060670-166,AGM00060670-1,TISKA,968,61,1,1,166
AGM00060686,AGM00060686-166,AGM00060686-1,BORDJ-BADJ-MOKHTAR,399,61,1,1,166
AGM00060690,AGM00060690-410,AGM00060690-1,IN-GUEZZAM,401,61,1,1,410
AJ000037575,AJ000037575-232,AJ000037575-1,ZAKATALA,490,16,6,1,232
AJ000037639,AJ000037639-232,AJ000037639-1,AGSTAPHA AIRPORT,333,16,6,1,232
AJ000037661,AJ000037661-232,AJ000037661-1,SHAKI,641,16,6,1,232
AJ000037675,AJ000037675-232,AJ000037675-1,GUBA,552,16,6,1,232
AJ000037735,AJ000037735-238,AJ000037735-1,GANCA,311,16,6,1,238
AJ000037740,AJ000037740-232,AJ000037740-1,QABALA,682,16,6,1,232
AJ000037744,AJ000037744-232,AJ000037744-1,MINGACHEVIR,94,16,6,1,232
AJ000037747,AJ000037747-232,AJ000037747-1,EVLAKH AIRPORT,15,16,6,1,232
AJ000037749,AJ000037749-232,AJ000037749-1,GOYCHAY,95,16,6,1,232
AJ000037753,AJ000037753-232,AJ000037753-1,ALTIAGACH,1082,16,6,1,232
AJ000037756,AJ000037756-232,AJ000037756-1,MARAZA,755,16,6,1,232
AJ000037759,AJ000037759-232,AJ000037759-1,SHAMAKHY,892,16,6,1,232
AJ000037769,AJ000037769-232,AJ000037769-1,SUMGAIT,-19,16,6,1,232
AJ000037844,AJ000037844-232,AJ000037844-1,KURDAMIR,4,16,6,1,232
AJ000037849,AJ000037849-232,AJ000037849-1,GAZIMAMMAD AERODROM,-5,16,6,1,232
AJ000037860,AJ000037860-232,AJ000037860-1,MASHTAGA,28,16,6,1,232
AJ000037866,AJ000037866-232,AJ000037866-1,PIRALLAHI,-24,16,6,1,232
AJ000037895,AJ000037895-232,AJ000037895-1,KHANKANDY,828,16,6,1,232
AJ000037899,AJ000037899-232,AJ000037899-1,SHUSHA,1355,16,6,1,232
AJ000037905,AJ000037905-232,AJ000037905-1,BEYLAGAN AERODROME,71,16,6,1,232
AJ000037907,AJ000037907-232,AJ000037907-1,FIZULY,439,16,6,1,232
AJ000037923,AJ000037923-232,AJ000037923-1,ALAT,-16,16,6,1,232
AJ000037925,AJ000037925-232,AJ000037925-1,NEFTCHALA,-24,16,6,1,232
AJ000037936,AJ000037936-232,AJ000037936-1,NAXCIVAN,885,16,6,1,232
AJ000037947,AJ000037947-232,AJ000037947-1,JULFA,717,16,6,1,232
AJ000037957,AJ000037957-232,AJ000037957-1,ORDUBAD,787,16,6,1,232
AJ000037972,AJ000037972-232,AJ000037972-1,BILASUVAR,3,16,6,1,232
AJ000037978,AJ000037978-232,AJ000037978-1,GYOYTAPA,2,16,6,1,232
AJ000037984,AJ000037984-232,AJ000037984-1,LERIK,1113,16,6,1,232
AJ000037985,AJ000037985-232,AJ000037985-1,LANKARAN,-12,16,6,1,232
AJ000037989,AJ000037989-231,AJ000037989-1,ASTARA     GSN,-22,16,6,1,231
ALE00100939,ALE00100939-229,ALE00100939-1,TIRANA,89,5,6,1,229
ALE00108905,ALE00108905-229,ALE00108905-1,SHKODRA,43,5,6,1,229
ALM00013615,ALM00013615-166,ALM00013615-1,TIRANA RINAS   GSN,38,5,6,1,166
AM000037618,AM000037618-232,AM000037618-1,TASHIR,1509,6,6,1,232
AM000037627,AM000037627-232,AM000037627-1,ODZUN,1110,6,6,1,232
AM000037682,AM000037682-232,AM000037682-1,AMASIA,1866,6,6,1,232
AM000037686,AM000037686-238,AM000037686-1,GUMRI,1523,6,6,1,238
AM000037693,AM000037693-232,AM000037693-1,STEPANAVAN,1400,6,6,1,232
AM000037695,AM000037695-232,AM000037695-1,SPITAK,1555,6,6,1,232
AM000037699,AM000037699-232,AM000037699-1,APARAN,1892,6,6,1,232
AM000037704,AM000037704-232,AM000037704-1,VANADZOR,1379,6,6,1,232
AM000037706,AM000037706-232,AM000037706-1,DILIJAN,1255,6,6,1,232
AM000037711,AM000037711-232,AM000037711-1,IDJEVAN,733,6,6,1,232
AM000037719,AM000037719-232,AM000037719-1,CHAMBARAK,1834,6,6,1,232
AM000037774,AM000037774-232,AM000037774-1,ARAGATS,1255,6,6,1,232
AM000037781,AM000037781-231,AM000037781-1,ARAGAC VISOKOGORNAYA GSN,3223,6,6,1,231
AM000037787,AM000037787-232,AM000037787-1,ARMAVIR,865,6,6,1,232
AM000037789,AM000037789-238,AM000037789-1,YEREVAN,1113,6,6,1,238
AM000037791,AM000037791-232,AM000037791-1,FANTAN,1800,6,6,1,232
AM000037792,AM000037792-232,AM000037792-1,HRAZDAN,1761,6,6,1,232
AM000037801,AM000037801-229,AM000037801-1,GAVAR,1961,6,6,1,229
AM000037808,AM000037808-232,AM000037808-1,MARTUNI,1943,6,6,1,232
AM000037815,AM000037815-232,AM000037815-1,MASRIK,1940,6,6,1,232
AM000037871,AM000037871-232,AM000037871-1,ARARAT,822,6,6,1,232
AM000037874,AM000037874-232,AM000037874-1,EHGNADZOR,1317,6,6,1,232
AM000037897,AM000037897-232,AM000037897-1,SISIAN,1581,6,6,1,232
AM000037958,AM000037958-232,AM000037958-1,MEGRI,628,6,6,1,232
AM000037959,AM000037959-232,AM000037959-1,KAPAN,706,6,6,1,232
AMM00037717,AMM00037717-410,AMM00037717-1,SEVAN OZERO,1917,6,6,1,410
AO000066160,AO000066160-232,AO000066160-1,LUANDA     GSN,74,8,1,1,232
AO000066270,AO000066270-232,AO000066270-1,WAKU KUNGU (CELA)  GSN,1304,8,1,1,232
AO000066390,AO000066390-232,AO000066390-1,LUBANGO (SA DA BAND    GSN,1761,8,1,1,232
AO000066410,AO000066410-232,AO000066410-1,MENONGUE (SERPA PIN    GSN,1343,8,1,1,232
AO000066422,AO000066422-232,AO000066422-1,MOCAMEDES    GSN,45,8,1,1,232
AO000066447,AO000066447-232,AO000066447-1,MAVINGA    GSN,1088,8,1,1,232
AQC00914000,AQC00914000-161,AQC00914000-1,AS AASUFOU,408,11,5,1,161
AQC00914005,AQC00914005-161,AQC00914005-1,AS AFONO,183,11,5,1,161
AQC00914021,AQC00914021-161,AQC00914021-1,AS AMOULI TUTUILA,6,11,5,1,161
AQC00914060,AQC00914060-161,AQC00914060-1,AS ATUU,81,11,5,1,161
AQC00914135,AQC00914135-161,AQC00914135-1,AS FAGA ALU RSVR,250,11,5,1,161
AQC00914138,AQC00914138-161,AQC00914138-1,AS FAGA ALU STREAM,24,11,5,1,161
AQC00914145,AQC00914145-161,AQC00914145-1,AS FAGASA TUTUILA,15,11,5,1,161
AQC00914149,AQC00914149-161,AQC00914149-1,AS FAGA TOGO,57,11,5,1,161
AQC00914188,AQC00914188-161,AQC00914188-1,AS FALEASAO TAU,6,11,5,1,161
AQC00914248,AQC00914248-161,AQC00914248-1,AS FALEASAO VILLAGE,5,11,5,1,161
AQC00914397,AQC00914397-161,AQC00914397-1,AS LEONE,6,11,5,1,161
AQC00914424,AQC00914424-161,AQC00914424-1,AS LUMA VILLAGE,6,11,5,1,161
AQC00914594,AQC00914594-161,AQC00914594-1,AS MALAELOA,42,11,5,1,161
AQC00914650,AQC00914650-161,AQC00914650-1,AS OFU,3,11,5,1,161
AQC00914822,AQC00914822-161,AQC00914822-1,AS SWAIN ISLAND,3,11,5,1,161
AQC00914869,AQC00914869-161,AQC00914869-1,AS TAFUNA AP TUTUILA,3,11,5,1,161
AQC00914873,AQC00914873-161,AQC00914873-1,AS TAPUTIMU TUTUILA,15,11,5,1,161
AQC00914902,AQC00914902-161,AQC00914902-1,AS VAIPITO,81,11,5,1,161
AQC00914912,AQC00914912-161,AQC00914912-1,AS VATIA,3,11,5,1,161
AQW00061705,AQW00061705-161,AQW00061705-1,AS PAGO PAGO WSO AP GSN,4,11,5,1,161
AR000000008,AR000000008-232,AR000000008-1,CURUZU CUATIA AERO,70,10,3,1,232
AR000000011,AR000000011-232,AR000000011-1,MONTE CASEROS AERO,53,10,3,1,232
AR000087007,AR000087007-231,AR000087007-1,LA QUIACA OBSERVATO    GSN,3479,10,3,1,231
AR000087065,AR000087065-231,AR000087065-1,RIVADAVIA    GSN,205,10,3,1,231
AR000087078,AR000087078-231,AR000087078-1,LAS LOMITAS    GSN,130,10,3,1,231
AR000087129,AR000087129-231,AR000087129-1,SANTIAGO DEL ESTERO,200,10,3,1,231
AR000087155,AR000087155-231,AR000087155-1,RESISTENCIA AERO GSN,53,10,3,1,231
AR000087217,AR000087217-231,AR000087217-1,LA RIOJA AERO.   GSN,438,10,3,1,231
AR000087257,AR000087257-231,AR000087257-1,CERES AERO   GSN,88,10,3,1,231
AR000087270,AR000087270-231,AR000087270-1,RECONQUISTA AERO GSN,53,10,3,1,231
AR000087344,AR000087344-231,AR000087344-1,CORDOBA AERO   GSN,489,10,3,1,231
AR000087374,AR000087374-231,AR000087374-1,PARANA AERO    GSN,74,10,3,1,231
AR000087418,AR000087418-231,AR000087418-1,MENDOZA AERO   GSN,704,10,3,1,231
AR000087534,AR000087534-231,AR000087534-1,LABOULAYE AERO   GSN,137,10,3,1,231
AR000087623,AR000087623-231,AR000087623-1,SANTA ROSA AERO  GSN,192,10,3,1,231
AR000087692,AR000087692-231,AR000087692-1,MAR DEL PLATA AERO GSN,22,10,3,1,231
AR000087715,AR000087715-231,AR000087715-1,NEUQUEN AERO   GSN,273,10,3,1,231
AR000087803,AR000087803-231,AR000087803-1,ESQUEL AERO    GSN,799,10,3,1,231
AR000087828,AR000087828-231,AR000087828-1,TRELEW AERO    GSN,43,10,3,1,231
AR000087860,AR000087860-231,AR000087860-1,COMODORO RIVADAVIA GSN,58,10,3,1,231
AR000087925,AR000087925-231,AR000087925-1,RIO GALLEGOS AERO  GSN,19,10,3,1,231
AR000870470,AR000870470-231,AR000870470-1,SALTA AERO   GSN,1246,10,3,1,231
AR000873050,AR000873050-231,AR000873050-1,JACHAL     GSN,1175,10,3,1,231
AR000875440,AR000875440-231,AR000875440-1,PEHUAJO AERO   GSN,85,10,3,1,231
AR000875850,AR000875850-231,AR000875850-1,BUENOS AIRES OBSERV,25,10,3,1,231
AR000877500,AR000877500-231,AR000877500-1,BAHIA BLANCA AERO  GSN,75,10,3,1,231
ARM00087016,ARM00087016-166,ARM00087016-1,ORAN,356,10,3,1,166
ARM00087022,ARM00087022-166,ARM00087022-1,GENERAL ENRIQUE MOSCONI TARTA,449,10,3,1,166
ARM00087046,ARM00087046-166,ARM00087046-1,JUJUY,920,10,3,1,166
ARM00087121,ARM00087121-166,ARM00087121-1,TENIENTE BENJAMIN MATIENZO,456,10,3,1,166
ARM00087148,ARM00087148-410,ARM00087148-1,PRESIDENCIA ROQUE SAENZ PENA,93,10,3,1,410
ARM00087162,ARM00087162-166,ARM00087162-1,FORMOSA,59,10,3,1,166
ARM00087166,ARM00087166-166,ARM00087166-1,CORRIENTES,62,10,3,1,166
ARM00087178,ARM00087178-166,ARM00087178-1,POSADAS    GSN,131,10,3,1,166
ARM00087213,ARM00087213-410,ARM00087213-1,CHILECITO AERO,945,10,3,1,410
ARM00087222,ARM00087222-166,ARM00087222-1,CATAMARCA,464,10,3,1,166
ARM00087244,ARM00087244-166,ARM00087244-1,VILLA MARIA DEL RIO,341,10,3,1,166
ARM00087289,ARM00087289-166,ARM00087289-1,PASO DE LOS LIBRES GSN,70,10,3,1,166
ARM00087311,ARM00087311-166,ARM00087311-1,SAN JUAN,597,10,3,1,166
ARM00087320,ARM00087320-410,ARM00087320-1,CHAMICAL AERO,461,10,3,1,410
ARM00087322,ARM00087322-166,ARM00087322-1,CHEPES,658,10,3,1,166
ARM00087328,ARM00087328-166,ARM00087328-1,VILLA DOLORES,584,10,3,1,166
ARM00087345,ARM00087345-410,ARM00087345-1,CORDOBA OBSERVATORIO,426,10,3,1,410
ARM00087349,ARM00087349-166,ARM00087349-1,PILAR OBSERVATORIO,338,10,3,1,166
ARM00087395,ARM00087395-166,ARM00087395-1,COMODORO PIERRESTEGUI,34,10,3,1,166
ARM00087416,ARM00087416-166,ARM00087416-1,SAN MARTIN,653,10,3,1,166
ARM00087420,ARM00087420-410,ARM00087420-1,MENDOZA OBSERVATORIO,827,10,3,1,410
ARM00087436,ARM00087436-166,ARM00087436-1,SAN LUIS,710,10,3,1,166
ARM00087448,ARM00087448-166,ARM00087448-1,VILLA REYNOLDS,485,10,3,1,166
ARM00087453,ARM00087453-166,ARM00087453-1,RIO CUARTO AREA DE MATERIAL,421,10,3,1,166
ARM00087467,ARM00087467-166,ARM00087467-1,MARCOS JUAREZ,110,10,3,1,166
ARM00087480,ARM00087480-166,ARM00087480-1,ROSARIO,26,10,3,1,166
ARM00087497,ARM00087497-166,ARM00087497-1,GUALEGUAYCHU   GSN,23,10,3,1,166
ARM00087506,ARM00087506-166,ARM00087506-1,MALARGUE     GSN,1430,10,3,1,166
ARM00087509,ARM00087509-166,ARM00087509-1,SAN RAFAEL,753,10,3,1,166
ARM00087532,ARM00087532-166,ARM00087532-1,GENERAL PICO,140,10,3,1,166
ARM00087548,ARM00087548-166,ARM00087548-1,JUNIN,80,10,3,1,166
ARM00087550,ARM00087550-410,ARM00087550-1,NUEVE DE JULIO,76,10,3,1,410
ARM00087563,ARM00087563-410,ARM00087563-1,LAS FLORES,38,10,3,1,410
ARM00087576,ARM00087576-166,ARM00087576-1,MINISTRO PISTARINI,20,10,3,1,166
ARM00087582,ARM00087582-166,ARM00087582-1,AEROPARQUE JORGE NEWBERY,6,10,3,1,166
ARM00087593,ARM00087593-166,ARM00087593-1,LA PLATA     GSN,22,10,3,1,166
ARM00087596,ARM00087596-410,ARM00087596-1,PUNTA INDIO B.A.,22,10,3,1,410
ARM00087637,ARM00087637-410,ARM00087637-1,CORONEL SUAREZ AERO,233,10,3,1,410
ARM00087640,ARM00087640-410,ARM00087640-1,BOLIVAR AERO,94,10,3,1,410
ARM00087641,ARM00087641-410,ARM00087641-1,AZUL AERO,147,10,3,1,410
ARM00087643,ARM00087643-410,ARM00087643-1,OLAVARRIA AERO,166,10,3,1,410
ARM00087645,ARM00087645-166,ARM00087645-1,TANDIL,175,10,3,1,166
ARM00087648,ARM00087648-166,ARM00087648-1,DOLORES AIRPORT,9,10,3,1,166
ARM00087679,ARM00087679-166,ARM00087679-1,PIGUE AIRPORT,304,10,3,1,166
ARM00087688,ARM00087688-166,ARM00087688-1,TRES ARROYOS,122,10,3,1,166
ARM00087736,ARM00087736-166,ARM00087736-1,RIO COLORADO,79,10,3,1,166
ARM00087765,ARM00087765-166,ARM00087765-1,SAN CARLOS DE BARILOCHE,846,10,3,1,166
ARM00087774,ARM00087774-410,ARM00087774-1,MAQUINCHAO,888,10,3,1,410
ARM00087784,ARM00087784-410,ARM00087784-1,SAN ANTONIO OESTE AERO,20,10,3,1,410
ARM00087791,ARM00087791-166,ARM00087791-1,GOBERNADOR CASTELLO,6,10,3,1,166
ARM00087800,ARM00087800-166,ARM00087800-1,EL BOLSON,345,10,3,1,166
ARM00087814,ARM00087814-166,ARM00087814-1,PASO DE INDIOS,460,10,3,1,166
ARM00087823,ARM00087823-410,ARM00087823-1,P.MADRYN AERO,136,10,3,1,410
ARM00087852,ARM00087852-166,ARM00087852-1,PERITO MORENO ARPT,429,10,3,1,166
ARM00087880,ARM00087880-166,ARM00087880-1,GOBERNADOR GREGORES,356,10,3,1,166
ARM00087896,ARM00087896-166,ARM00087896-1,PUERTO DESEADO,81,10,3,1,166
ARM00087903,ARM00087903-166,ARM00087903-1,LAGO ARGENTINO ARPT,220,10,3,1,166
ARM00087904,ARM00087904-410,ARM00087904-1,EL CALAFATE AERO,204,10,3,1,410
ARM00087909,ARM00087909-166,ARM00087909-1,SAN JULIAN,58,10,3,1,166
ARM00087934,ARM00087934-166,ARM00087934-1,RIO GRANDE,20,10,3,1,166
ARM00087938,ARM00087938-166,ARM00087938-1,USHUAIA MALVINAS ARGENTINAS,22,10,3,1,166
ASM00094275,ASM00094275-166,ASM00094275-1,GEORGETOWN POST OFFICE,295,13,5,1,166
ASM00094299,ASM00094299-166,ASM00094299-1,WILLIS ISLAND  GSN,9,13,5,1,166
ASM00094940,ASM00094940-166,ASM00094940-1,JERVIS BAY,85,13,5,1,166
ASM00094995,ASM00094995-410,ASM00094995-1,LORD HOWE ISLAND AERO    GSN,7,13,5,1,410
ASM00094998,ASM00094998-410,ASM00094998-1,MACQUARIE ISLAND GSN,8,13,5,1,410
ASM00095997,ASM00095997-410,ASM00095997-1,HEARD ISLAND (ATLAS COVE),4,13,5,1,410
ASN00001005,ASN00001005-225,ASN00001005-1,WYNDHAM PORT,20,13,5,1,225
ASN00001006,ASN00001006-225,ASN00001006-1,WYNDHAM AERO,4,13,5,1,225
ASN00001007,ASN00001007-225,ASN00001007-1,TROUGHTON ISLAND,6,13,5,1,225
ASN00001009,ASN00001009-225,ASN00001009-1,KURI BAY,12,13,5,1,225
ASN00001012,ASN00001012-225,ASN00001012-1,MITCHELL PLATEAU,315,13,5,1,225
ASN00001013,ASN00001013-225,ASN00001013-1,WYNDHAM,11,13,5,1,225
ASN00001018,ASN00001018-225,ASN00001018-1,MOUNT ELIZABETH,546,13,5,1,225
ASN00001019,ASN00001019-225,ASN00001019-1,KALUMBURU    GSN,23,13,5,1,225
ASN00001020,ASN00001020-225,ASN00001020-1,TRUSCOTT,51,13,5,1,225
ASN00001021,ASN00001021-225,ASN00001021-1,KALUMBURU MISSION,23,13,5,1,225
ASN00001025,ASN00001025-225,ASN00001025-1,DOONGAN,385,13,5,1,225
ASN00002011,ASN00002011-225,ASN00002011-1,OLD HALLS CREEK,360,13,5,1,225
ASN00002012,ASN00002012-225,ASN00002012-1,HALLS CREEK AIRPORT    GSN,422,13,5,1,225
ASN00002014,ASN00002014-225,ASN00002014-1,KIMBERLEY RES.STATION,31,13,5,1,225
ASN00002032,ASN00002032-225,ASN00002032-1,WARMUN,203,13,5,1,225
ASN00002038,ASN00002038-225,ASN00002038-1,KUNUNURRA,47,13,5,1,225
ASN00002056,ASN00002056-225,ASN00002056-1,KUNUNURRA AERO,44,13,5,1,225
ASN00002064,ASN00002064-225,ASN00002064-1,ARGYLE AERODROME,164,13,5,1,225
ASN00002071,ASN00002071-225,ASN00002071-1,HALLS CREEK COMPARISON,422,13,5,1,225
ASN00003002,ASN00003002-225,ASN00003002-1,BROOME POST OFFICE,19,13,5,1,225
ASN00003003,ASN00003003-225,ASN00003003-1,BROOME AIRPORT   GSN,7,13,5,1,225
ASN00003004,ASN00003004-225,ASN00003004-1,CAPE LEVEQUE,25,13,5,1,225
ASN00003006,ASN00003006-225,ASN00003006-1,FITZROY CROSSING COMP.,114,13,5,1,225
ASN00003007,ASN00003007-225,ASN00003007-1,DERBY POST OFFICE,8,13,5,1,225
ASN00003025,ASN00003025-225,ASN00003025-1,COCKATOO ISLAND,13,13,5,1,225
ASN00003030,ASN00003030-225,ASN00003030-1,BIDYADANGA,11,13,5,1,225
ASN00003032,ASN00003032-225,ASN00003032-1,DERBY AERO,6,13,5,1,225
ASN00003040,ASN00003040-225,ASN00003040-1,CAMBALLIN,45,13,5,1,225
ASN00003042,ASN00003042-225,ASN00003042-1,TALGARNO,3,13,5,1,225
ASN00003051,ASN00003051-225,ASN00003051-1,MOUNT BARNETT,401,13,5,1,225
ASN00003057,ASN00003057-225,ASN00003057-1,CYGNET BAY,7,13,5,1,225
ASN00003059,ASN00003059-225,ASN00003059-1,NITA DOWNS,31,13,5,1,225
ASN00003069,ASN00003069-225,ASN00003069-1,KOOLAN ISLAND,152,13,5,1,225
ASN00003076,ASN00003076-225,ASN00003076-1,WESTERN FIELD,240,13,5,1,225
ASN00003078,ASN00003078-225,ASN00003078-1,CADJEBUT,200,13,5,1,225
ASN00003080,ASN00003080-225,ASN00003080-1,CURTIN AERO,78,13,5,1,225
ASN00003089,ASN00003089-225,ASN00003089-1,BROOME COMPARISON,7,13,5,1,225
ASN00003092,ASN00003092-225,ASN00003092-1,SOUTH EAST WATERBANK,41,13,5,1,225
ASN00003093,ASN00003093-225,ASN00003093-1,FITZROY CROSSING AERO,115,13,5,1,225
ASN00003096,ASN00003096-225,ASN00003096-1,WEST ROEBUCK,32,13,5,1,225
ASN00004000,ASN00004000-225,ASN00004000-1,ABYDOS,226,13,5,1,225
ASN00004002,ASN00004002-225,ASN00004002-1,PORT HEDLAND POST OFFICE,8,13,5,1,225
ASN00004019,ASN00004019-225,ASN00004019-1,MANDORA,8,13,5,1,225
ASN00004020,ASN00004020-225,ASN00004020-1,MARBLE BAR COMPARISON,182,13,5,1,225
ASN00004027,ASN00004027-225,ASN00004027-1,NULLAGINE,380,13,5,1,225
ASN00004028,ASN00004028-225,ASN00004028-1,PARDOO STATION,9,13,5,1,225
ASN00004032,ASN00004032-225,ASN00004032-1,PORT HEDLAND AIRPORT GSN,6,13,5,1,225
ASN00004035,ASN00004035-225,ASN00004035-1,ROEBOURNE,12,13,5,1,225
ASN00004043,ASN00004043-225,ASN00004043-1,REDMONT,387,13,5,1,225
ASN00004045,ASN00004045-225,ASN00004045-1,ABYDOS WOODSTOCK,250,13,5,1,225
ASN00004074,ASN00004074-225,ASN00004074-1,GOLDSWORTHY,45,13,5,1,225
ASN00004079,ASN00004079-225,ASN00004079-1,YANDEE,223,13,5,1,225
ASN00004082,ASN00004082-225,ASN00004082-1,CAPE LAMBERT,20,13,5,1,225
ASN00004083,ASN00004083-225,ASN00004083-1,KARRATHA AERO,7,13,5,1,225
ASN00004084,ASN00004084-225,ASN00004084-1,SHAY GAP,164,13,5,1,225
ASN00004090,ASN00004090-225,ASN00004090-1,ROEBOURNE AERO,11,13,5,1,225
ASN00004097,ASN00004097-225,ASN00004097-1,DAMPIER PORT,48,13,5,1,225
ASN00004099,ASN00004099-225,ASN00004099-1,KARRATHA TOWN,18,13,5,1,225
ASN00004106,ASN00004106-225,ASN00004106-1,MARBLE BAR,182,13,5,1,225
ASN00005007,ASN00005007-225,ASN00005007-1,LEARMONTH AIRPORT  GSN,5,13,5,1,225
ASN00005008,ASN00005008-225,ASN00005008-1,MARDIE,11,13,5,1,225
ASN00005016,ASN00005016-225,ASN00005016-1,ONSLOW,4,13,5,1,225
ASN00005017,ASN00005017-225,ASN00005017-1,ONSLOW AIRPORT,11,13,5,1,225
ASN00005024,ASN00005024-225,ASN00005024-1,VLAMINGH HEAD,12,13,5,1,225
ASN00005026,ASN00005026-225,ASN00005026-1,WITTENOOM,463,13,5,1,225
ASN00005051,ASN00005051-225,ASN00005051-1,EXMOUTH TOWN,13,13,5,1,225
ASN00005053,ASN00005053-225,ASN00005053-1,EAST INTERCOURSE ISLAND,50,13,5,1,225
ASN00005058,ASN00005058-225,ASN00005058-1,BARROW ISLAND,62,13,5,1,225
ASN00005060,ASN00005060-225,ASN00005060-1,NAVY CHARLIE,7,13,5,1,225
ASN00005061,ASN00005061-225,ASN00005061-1,DAMPIER SALT,6,13,5,1,225
ASN00005064,ASN00005064-225,ASN00005064-1,SAND HILL,433,13,5,1,225
ASN00005069,ASN00005069-225,ASN00005069-1,PANNAWONICA,200,13,5,1,225
ASN00005072,ASN00005072-225,ASN00005072-1,TOM PRICE,746,13,5,1,225
ASN00005075,ASN00005075-225,ASN00005075-1,NAVY ALPHA,7,13,5,1,225
ASN00005084,ASN00005084-225,ASN00005084-1,THEVENARD ISLAND,5,13,5,1,225
ASN00005094,ASN00005094-225,ASN00005094-1,BARROW ISLAND AIRPORT,6,13,5,1,225
ASN00006011,ASN00006011-225,ASN00006011-1,CARNARVON AIRPORT  GSN,4,13,5,1,225
ASN00006022,ASN00006022-225,ASN00006022-1,GASCOYNE JUNCTION,144,13,5,1,225
ASN00006025,ASN00006025-225,ASN00006025-1,HAMELIN POOL,15,13,5,1,225
ASN00006044,ASN00006044-225,ASN00006044-1,DENHAM,9,13,5,1,225
ASN00006062,ASN00006062-225,ASN00006062-1,CARNARVON POST OFFICE,5,13,5,1,225
ASN00006072,ASN00006072-225,ASN00006072-1,EMU CREEK STATION,111,13,5,1,225
ASN00006080,ASN00006080-225,ASN00006080-1,NANGA,20,13,5,1,225
ASN00006087,ASN00006087-225,ASN00006087-1,BRICKHOUSE WOOLSHED,17,13,5,1,225
ASN00006094,ASN00006094-225,ASN00006094-1,CAPE CUVIER,41,13,5,1,225
ASN00006099,ASN00006099-225,ASN00006099-1,MURCHISON,287,13,5,1,225
ASN00006105,ASN00006105-225,ASN00006105-1,SHARK BAY AIRPORT,34,13,5,1,225
ASN00007017,ASN00007017-225,ASN00007017-1,CUE,453,13,5,1,225
ASN00007045,ASN00007045-225,ASN00007045-1,MEEKATHARRA AIRPORT    GSN,517,13,5,1,225
ASN00007046,ASN00007046-225,ASN00007046-1,MEEKATHARRA POST OFFICE,511,13,5,1,225
ASN00007057,ASN00007057-225,ASN00007057-1,MOUNT MAGNET,426,13,5,1,225
ASN00007058,ASN00007058-225,ASN00007058-1,MOUNT PHILLIP,300,13,5,1,225
ASN00007062,ASN00007062-225,ASN00007062-1,MUNDIWINDI,571,13,5,1,225
ASN00007064,ASN00007064-225,ASN00007064-1,MURGOO,303,13,5,1,225
ASN00007067,ASN00007067-225,ASN00007067-1,NARNDEE,442,13,5,1,225
ASN00007080,ASN00007080-225,ASN00007080-1,THREE RIVERS,520,13,5,1,225
ASN00007091,ASN00007091-225,ASN00007091-1,YALGOO,318,13,5,1,225
ASN00007139,ASN00007139-225,ASN00007139-1,PAYNES FIND,339,13,5,1,225
ASN00007151,ASN00007151-225,ASN00007151-1,NEWMAN,544,13,5,1,225
ASN00007161,ASN00007161-225,ASN00007161-1,ERRABIDDY,450,13,5,1,225
ASN00007168,ASN00007168-225,ASN00007168-1,OUDABUNNA,400,13,5,1,225
ASN00007176,ASN00007176-225,ASN00007176-1,NEWMAN AERO    GSN,524,13,5,1,225
ASN00007178,ASN00007178-225,ASN00007178-1,PARABURDOO,391,13,5,1,225
ASN00007185,ASN00007185-225,ASN00007185-1,PARABURDOO AERO,424,13,5,1,225
