DWD - Day Historical Data
snoacc                   
                         
                         
AJ_Kettle  20171003
                                        
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  SNOAC SNOAC SNOAC SNOAC 
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  NGOOD MIN   MAX   AVG   
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL        cm    cm    cm    
+---+ +------+ +------+ +------+ +------+ +------+ +------+ +----++----++----++----+
06310     1     54.1049  13.8239 20040801 20151231     4170   4016   0.0  46.0  1.02
06312   362     49.5314  10.6418 20041101 20151231     4078   3766   0.0  35.0  0.78
06314   308     51.0507  13.3008 19490201 20151231    16557  16369   0.0  58.0  1.34
06336   285     50.0133   9.6539 20051101 20151231     3713   3560   0.0  40.0  0.66
06337    59     51.7663   7.5193 20040801 20151231     4170   4017   0.0  24.0  0.24
06344   168     50.3940   8.1423 20041201 20151231     4048   3859   0.0  26.0  0.28
06346   530     48.2070  11.2035 20050201 20151231     3986   3833   0.0  55.0  1.03
06347   304     50.0578  10.2974 20050301 20151231     3958   3800   0.0  22.0  0.42
07075   425     48.7021  11.8494 20050201 20151231     3986   3833   0.0  34.0  0.99
07099   187     52.0111  10.3966 20041101 20151231     4078   2911   0.0  29.0  0.66
07105   721     47.8349  12.6549 20050601 20151231     3866   3713   0.0 104.0  5.47
07106   105     52.0714   8.4565 20060901 20151231     3409   3023   0.0  44.0  0.45
07187   193     49.7636   9.4053 20041201 20151231     4048   3895   0.0  26.0  0.38
07244    62     53.1424  13.0319 19670101 20040930    13784   7814   0.0  56.0  1.06
07298     5     54.5268   9.0425 20050701 20151231     3836   3683   0.0  25.0  0.41
07319   434     48.7351  10.7415 20050301 20151231     3958   3805   0.0  20.0  0.61
07321   160     51.1509  11.3319 20050901 20151231     3774   3591   0.0  16.0  0.30
07329   465     50.5457  12.2852 20051101 20151231     3713   3560   0.0  78.0  2.43
07330   159     51.4634   7.9780 20051001 20151231     3739   1800   0.0  12.0  0.13
07331   468     48.6099  10.2674 20050901 20151231     3774   3547   0.0  25.0  0.79
07341   119     50.0900   8.7862 20050715 20151231     3820   1702   0.0  18.0  0.32
07343   688     50.6199  13.4816 20060401 20151231     3562   3409   0.0  96.0  7.18
07350   588     49.1087  12.8231 20060801 20151231     3440   3251   0.0  41.0  1.83
07351   115     53.3175  13.4175 20050908 20151231     3767   1558   0.0  57.0  1.70
07364    74     51.6820  12.3042 20070101 20151231     3287   3134   0.0  30.0  0.69
07367   144     51.9644   9.8072 20071201 20151231     2953   1919   0.0  19.0  0.64
07368   312     51.0007  10.3621 20071101 20151231     2983   1948   0.0  28.0  0.93
07369   475     49.1623  10.3662 20071101 20151231     2983   1960   0.0  22.0  0.88
07370   499     49.3909  12.6838 20061211 20151231     3308   1854   0.0  46.0  1.84
07373     3     53.5984   6.7024 20060301 20151231     3593   3440   0.0  28.0  0.20
07374    46     52.0814   6.9410 20060301 20151231     3593   1505   0.0  14.0  0.32
07389    82     52.7461  13.8427 20061201 20151231     3318   3165   0.0  38.0  1.02
07393   116     51.4493  14.2533 20100101 20151231     2191   1412   0.0  19.0  1.02
07394   622     50.0315  11.9745 20060601 20151231     3501   1584   0.0  76.0  4.89
07395   350     48.6596  12.5388 20071201 20151231     2953   1921   0.0  32.0  0.87
07396   743     50.5084   9.2247 20080501 20151231     2801   1614   0.0  64.0  4.42
07403   672     47.7955  10.0324 20070401 20151231     3190   1572   0.0  43.0  3.77
07410   350     50.7519   9.0226 20110201 20151231     1795   1154   0.0  13.0  0.27
07412   340     50.0083   9.4239 20061001 20151231     3379   2337   0.0  36.0  1.01
07419   390     50.6610  12.0757 20061201 20151231     3318   3165   0.0  47.0  1.45
07420   246     51.1044  11.7112 20070401 20151231     3197   2435   0.0  38.0  0.88
07424   458     47.7724  12.9073 20061201 20151231     3318   3165   0.0  40.0  1.19
07427    17     54.0188   9.9255 20070901 20151231     3044   2891   0.0  22.0  0.62
07428   397     50.4166  10.8156 20070501 20151231     3167   3014   0.0  39.0  1.53
07431   604     48.0130  11.5524 20071101 20151231     2983   2830   0.0  35.0  1.59
07432    72     52.6425  10.6631 20070501 20151231     3167   3014   0.0  23.0  0.55
13670    25     51.5088   6.7018 20070601 20151231     3136   1969   0.0  28.0  0.29
13674   237     49.2942   8.9054 20070801 20151231     3075   1537   0.0  25.0  0.71
13675    77     52.0817   9.4072 20071101 20151231     2983   2829   0.0  26.0  0.47
13696    68     51.5968   7.4048 20071201 20151231     2953   2800   0.0  28.0  0.31
13700   205     51.3329   7.3411 20080501 20151231     2801   2648   0.0  27.0  0.56
13710   490     48.5734  12.2574 20080401 20151231     2831   2678   0.0  44.0  1.21
13711   280     50.6813  11.5150 20071201 20151231     2953   2762   0.0  37.0  0.80
13713   380     51.0899   7.6289 20071101 20151231     2983   2824   0.0  75.0  1.78
13776    85     52.1789   9.9524 20080301 20101231     1036    327   0.0   0.0  0.00
13777   110     52.2467  10.9592 20080601 20151231     2770   2617   0.0  34.0  0.63
13904     3     55.0000   6.3333 20080928 20081230       82      0 -99.0 -99.0-99.00
14311   530     50.1505   6.5526 19610101 20051231    16436  16436   0.0  45.0  1.55
15000   231     50.7982   6.0244 20110401 20151231     1736   1667   0.0  15.0  0.19
15207   317     51.2835   9.3590 20131101 20151231      791    583   0.0  10.0  0.16
15444   593     48.4418   9.9216 20140901 20151231      487    335   0.0  22.0  1.64
15526    29     53.5467   9.9716 18910101 19351231    16435     17   0.0   7.0  2.00
