DWD - Day Historical Data
minbod/gust/ppt/sundur   
                         
                         
AJ_Kettle  20171003
                                        
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  MNBOD MNBOD MNBOD MNBOD GUST  GUST  GUST  GUST  PPT   PPT   PPT   PPT   SUNDR SUNDR SUNDR SUNDR 
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL        C     C     C           m/s   m/s   m/s         mm    mm    mm          hour  hour  hour  
+---+ +------+ +------+ +------+ +------+ +------+ +------+ +----++----++----++----++----++----++----++----++----++----++----++----++----++----++----++----+
04438   317     49.9750  11.0395 19921201 20061231     5144   5144 -23.0  21.0  3.61     0 -99.0 -99.0 -99.0  5144   0.0  57.2   2.3     0 -99.0 -99.0 -99.0
04442   155     51.9119   9.1533 19810101 20071231     9861   9861 -26.1  19.3  4.16     0 -99.0 -99.0 -99.0  9861   0.0  73.8   2.5  9856   0.0  14.7   3.8
04445   609     51.7658  10.6533 19470101 20151231    25141  18109 -30.7  16.3  0.20   391   5.0  29.0  12.0 20572   0.0 100.2   3.6 13390   0.0  15.4   3.9
04464   501     50.5679  11.8041 19890801 20151231     9642   8649 -27.8  19.4  2.51  9015   0.0  39.2  11.5  9163   0.0 111.0   1.7  8617   0.0  15.9   4.4
04466    43     54.5275   9.5486 19470101 20151231    25202  25201 -23.8  20.6  4.11 21126   1.5  40.1  11.8 25202   0.0  85.9   2.4 24350   0.0  16.7   4.5
04468    19     54.5227   9.5649 19530101 19730731     7517   7517 -26.2  19.0  3.82     0 -99.0 -99.0 -99.0  7517   0.0  93.6   2.4     0 -99.0 -99.0 -99.0
04474   170     49.7961   7.7583 19540101 19731231     7305   7305 -20.6  19.5  3.80     0 -99.0 -99.0 -99.0  7305   0.0  44.9   1.5  7305   0.0  14.4   4.1
04479   375     50.3849   9.5358 19540101 19850930    11596  11565 -28.2  21.2  2.51     0 -99.0 -99.0 -99.0 11596   0.0  65.4   2.6     0 -99.0 -99.0 -99.0
04480   230     50.3447   9.5534 19851001 20151231    10684  10684 -24.1  18.7  2.98     0 -99.0 -99.0 -99.0 10684   0.0  53.7   2.4     0 -99.0 -99.0 -99.0
04484    45     53.6615  10.2543 19610101 19710331     3742   3742 -24.2  19.9  2.62     0 -99.0 -99.0 -99.0  3742   0.0  68.6   2.2  3741   0.0  15.7   4.0
04485   296     50.7252  10.4540 20050201 20151231     3986   3986 -25.7  18.4  2.79     0 -99.0 -99.0 -99.0  3986   0.0  54.8   2.0     0 -99.0 -99.0 -99.0
04489   198     51.8833  10.7667 19470101 19621231     5844   3511 -30.2  19.0  3.40     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
04490   223     49.4220   6.8396 19660101 20021231    13514  13514 -23.5  19.0  3.86     0 -99.0 -99.0 -99.0 13514   0.0  61.3   2.9     0 -99.0 -99.0 -99.0
04501   937     50.6546  10.7693 19471101 20151231    17769  16677 -31.5  18.7  1.12 12403   0.3  40.9  13.2 13680   0.0 130.3   3.7 13674   0.0  15.5   3.8
04505   708     50.5000  12.4500 19470101 19870131    14626   9117 -32.1  22.4  1.08     0 -99.0 -99.0 -99.0 14625   0.0 142.1   2.5 11353   0.0  14.1   4.0
04508   649     50.2968   6.4194 19530101 20151231    22857  20159 -26.4  20.2  2.68     0 -99.0 -99.0 -99.0 22835   0.0  73.3   3.3     0 -99.0 -99.0 -99.0
04548   609     50.2046  12.1435 20070701 20151231     3106   3106 -27.9  16.3  1.11     0 -99.0 -99.0 -99.0  3106   0.0  61.7   1.9     0 -99.0 -99.0 -99.0
04557   400     47.6463   7.8439 19530101 20021031    18201  17259 -28.0  19.0  3.68     0 -99.0 -99.0 -99.0 18201   0.0  78.3   3.4     0 -99.0 -99.0 -99.0
04559   399     49.1646  12.6176 19960501 20151231     7184   7184 -28.1  17.2  1.73     0 -99.0 -99.0 -99.0  7184   0.0  65.5   2.0     0 -99.0 -99.0 -99.0
04560   265     50.4927   9.1228 19490101 20151231    24348  24095 -24.2  20.4  3.66     0 -99.0 -99.0 -99.0 24344   0.0  81.2   2.6 22796   0.0  15.5   4.0
04571   504     51.8369  10.4312 19690601 19970331    10166  10077 -30.5  18.2  0.99     0 -99.0 -99.0 -99.0 10166   0.0  71.1   3.2 10165   0.0  15.7   4.0
04576   343     49.3261  11.0120 19770401 19810731     1583   1583 -19.5  18.1  3.41     0 -99.0 -99.0 -99.0  1583   0.0  58.3   1.7     0 -99.0 -99.0 -99.0
04581   415     48.7768   9.8025 19510101 20021031    18809  16969 -26.0  21.0  4.02     0 -99.0 -99.0 -99.0 18809   0.0  88.9   2.7     0 -99.0 -99.0 -99.0
04582   349     49.0817   9.6868 19830401 20010731     6697   6582 -28.3  18.1  3.25     0 -99.0 -99.0 -99.0  6697   0.0  62.0   2.3  2404   0.0  13.9   4.2
04584   444     48.3667  11.8000 19700401 19790531     3348   3336 -26.7  17.1  1.75     0 -99.0 -99.0 -99.0  3348   0.0  61.6   2.4  3348   0.0  13.1   3.9
04586   320     50.1394   8.0627 19910101 19980630     2738   2738 -25.5  17.8  2.58     0 -99.0 -99.0 -99.0  2738   0.0  50.4   1.9     0 -99.0 -99.0 -99.0
04592   356     49.3278  12.0871 19510101 20151231    23010  20636 -28.6  20.0  2.81     0 -99.0 -99.0 -99.0 23009   0.0  68.0   1.8  3682   0.0  14.9   4.4
04593   117     51.9639  11.1208 19950701 19991130     1614   1614 -24.8  18.0  3.62     0 -99.0 -99.0 -99.0  1614   0.0  44.1   1.4     0 -99.0 -99.0 -99.0
04605   277     50.6440  11.1937 19910101 20151231     9072   9067 -26.1  18.7  3.00     0 -99.0 -99.0 -99.0  9072   0.0  68.9   1.8  4962   0.0  13.5   3.2
04606   116     51.5167  14.3500 19600101 19801231     7671   6330 -28.3  18.6  2.86     0 -99.0 -99.0 -99.0  7671   0.0 119.0   1.5     0 -99.0 -99.0 -99.0
04612   418     50.5513  12.7678 19470101 19650630     6756   6694 -35.4  18.6  1.76     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
04621   240     50.0575  10.2160 19580501 20031231    16681  16669 -25.5  20.2  4.18     0 -99.0 -99.0 -99.0 16681   0.0  95.2   1.6     0 -99.0 -99.0 -99.0
04625    59     53.6425  11.3872 18900101 20151231    43767  27205 -28.6  20.5  3.74 16258   0.8  43.0  11.5 43765   0.0 118.5   1.7 26390   0.0  17.0   4.5
04629    37     54.5166   9.1420 19740701 19991130     9284   9284 -25.0  19.0  3.75  8761   1.0  40.6  12.4  9284   0.0  49.1   2.2  9284   0.0  15.5   4.2
04642    21     52.8911  11.7297 19761001 20151231    14336  14336 -32.1  20.1  3.74 13922   0.0  38.5  10.8 14336   0.0  55.9   1.5 14336   0.0  16.4   4.4
04649   214     50.8698   7.3228 19470101 19560531     3439   2226 -26.2  18.0  3.50     0 -99.0 -99.0 -99.0  3438   0.0  51.6   2.7   472   0.0  14.0   4.0
04651   186     51.9044  10.1888 19370101 20151231    28064  28021 -31.8  21.0  3.45     0 -99.0 -99.0 -99.0 28063   0.0  93.9   2.3  9403   0.0  15.1   3.8
04656    49     53.9278  10.2993 19510101 19730630     8217   8217 -23.9  20.0  3.64     0 -99.0 -99.0 -99.0  8217   0.0  57.6   2.1  5421   0.0  16.1   4.5
04664   611     50.1969  12.1727 19410101 20000630    20608  19286 -29.0  17.6  0.98     0 -99.0 -99.0 -99.0 20607   0.0  85.5   2.1 17779   0.0  15.8   4.1
04692   229     50.8534   7.9966 19370101 20151231    26968  22130 -26.0  20.1  4.12     0 -99.0 -99.0 -99.0 26965   0.0  96.4   3.0     0 -99.0 -99.0 -99.0
04702   645     48.1000   9.2500 20000702 20071101     2437     31   3.0  16.0  9.58     0 -99.0 -99.0 -99.0  1213   0.0  53.0   2.3     0 -99.0 -99.0 -99.0
04703   580     48.0719   9.1942 19510101 20151231    23254  23254 -31.6  19.3  1.78     0 -99.0 -99.0 -99.0 23253   0.0  72.6   2.1     0 -99.0 -99.0 -99.0
04704   507     47.5776   9.7404 19880501 20151231    10106   9984 -24.5  18.9  3.74     0 -99.0 -99.0 -99.0 10105   0.0 113.0   4.1 10105   0.0  14.4   4.6
04705   819     49.7595  12.3891 19470101 19531210     2536   2385 -21.3  17.1  2.06     0 -99.0 -99.0 -99.0  2535   0.0  39.1   2.3  2253   0.0  15.0   4.5
04706   360     48.2719  13.0273 19810101 20151231    12783  12741 -29.5  18.5  2.62     0 -99.0 -99.0 -99.0 12780   0.0 114.2   2.5 12782   0.0  14.6   4.6
04709   445     49.9996   7.5981 19480101 20151231    24472  24032 -29.7  19.4  3.25     0 -99.0 -99.0 -99.0 24450   0.0  62.6   1.8     0 -99.0 -99.0 -99.0
04719   169     49.2447   8.8787 19980101 20070828     3497   3335 -15.7  18.8  4.16     0 -99.0 -99.0 -99.0  3387   0.0  49.8   2.2  3416   0.0  15.3   4.7
04729   342     50.2882   9.4583 19890701 20040229     5145   5145 -19.5  22.1  4.40     0 -99.0 -99.0 -99.0  5145   0.0 136.2   2.6     0 -99.0 -99.0 -99.0
04741   154     51.1398   7.0934 19360101 20021231    24366  20823 -21.2  22.0  4.80     0 -99.0 -99.0 -99.0 24361   0.0  84.1   3.0     0 -99.0 -99.0 -99.0
04745    76     52.9604   9.7931 19470721 20151231    25001  24968 -28.7  20.9  3.69 20997   0.0  38.6  10.2 24987   0.0  78.7   2.2 24985   0.0  16.4   4.2
04748   216     51.3520  10.9059 19470101 20101231    18117  16871 -28.5  19.5  3.09     0 -99.0 -99.0 -99.0 10811   0.0  62.9   1.6  2228   0.0  15.9   4.7
04752   626     50.3746  11.1828 19510101 20080630    21000  15638 -28.9  19.6  2.00 11632   0.0  39.0  11.2 20591   0.0 113.0   2.7 16965   0.0  15.9   4.2
04763   265     51.0607   9.9266 19610101 20151231    18138  18101 -27.5  18.4  2.05     0 -99.0 -99.0 -99.0 18137   0.0  81.7   2.0  9070   0.0  15.0   3.7
04765   199     51.2801   9.9849 19510101 19801231    10958      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0 10958   0.0 108.2   1.8 10804   0.0  15.0   3.6
04775   424     49.7858  11.8211 19520101 19651231     5114   5114 -32.5  16.2  0.77     0 -99.0 -99.0 -99.0  5113   0.0  62.6   2.0     0 -99.0 -99.0 -99.0
04782    87     51.6040  12.1093 19910101 19911231      365    365 -16.8  18.1  2.39     0 -99.0 -99.0 -99.0   365   0.0  19.6   0.9   365   0.0  13.7   4.6
04818   598     50.1531  11.7403 19640401 20001231    13424  13424 -27.2  17.4  1.63     0 -99.0 -99.0 -99.0 13424   0.0 119.0   2.8     0 -99.0 -99.0 -99.0
04837   363     47.9869   7.9466 19851201 19900930     1765   1765 -25.1  17.0  3.17     0 -99.0 -99.0 -99.0  1765   0.0  55.5   3.2  1765   0.0  14.1   4.8
04841     1     53.6946   8.8735 19981001 20151231     6301   6301 -24.8  18.0  3.42     0 -99.0 -99.0 -99.0  6301   0.0  59.2   2.3     0 -99.0 -99.0 -99.0
04847   500     51.3629   9.6902 19700101 19751231     2191   2117 -21.3  18.9  2.57     0 -99.0 -99.0 -99.0  2175   0.0  79.2   2.2  1733   0.0  14.4   4.0
04857     1     53.5527   9.6094 19901101 20151231     9161   9161 -21.5  20.0  4.29     0 -99.0 -99.0 -99.0  9161   0.0  63.0   2.2     0 -99.0 -99.0 -99.0
04878   494     51.6681  10.8823 19470101 20131210    15288  11873 -28.7  16.8  1.11     0 -99.0 -99.0 -99.0  9069   0.0  65.0   2.2     0 -99.0 -99.0 -99.0
04881   532     47.8591   9.0154 19771001 19940731     6056   5813 -28.4  18.1  2.48     0 -99.0 -99.0 -99.0  6056   0.0 137.6   2.4     0 -99.0 -99.0 -99.0
04887   734     48.6657   9.8646 19470101 20151231    25202  24954 -32.7  20.2  2.45 22679   2.0  49.0  11.7 25202   0.0 100.2   2.9 25202   0.0  16.0   4.6
04896    40     54.6654   9.8050 19741201 20151231    14335  14335 -26.3  18.5  3.97     0 -99.0 -99.0 -99.0 14335   0.0  66.4   2.1  8126   0.0  16.2   4.2
04911   350     48.8275  12.5598 19510101 20151231    23741  16862 -30.6  19.7  2.84 15239   0.5  37.0   8.7 16861   0.0  60.6   2.0 16862   0.0  15.4   4.7
04926   224     48.7896   9.2167 19460101 20130513    14288  12707 -22.0  22.5  5.41     0 -99.0 -99.0 -99.0 14287   0.0  72.2   1.8  1826   0.0  14.6   5.0
04927   286     48.7693   9.1814 19510101 19840731    12266      0 -99.0 -99.0-99.00 10286   1.0  27.5   8.1 12266   0.0  64.3   1.9 12266   0.0  15.3   4.6
04928   314     48.8282   9.2000 19580101 20151231    21184  21128 -24.4  21.6  4.15 14337   1.0  38.7   9.4 21161   0.0  96.9   1.8 14042   0.0  15.8   4.8
04931   371     48.6883   9.2235 19530101 20151231    23010  22908 -28.2  20.1  2.87 22634   0.0  39.8   8.7 23010   0.0  68.3   1.9  9527   0.0  15.7   4.9
04933   401     48.7091   9.2147 19000101 19770630    28244  10835 -27.4  18.3  2.93     0 -99.0 -99.0 -99.0 28242   0.0  73.5   1.9 16743   0.0  15.5   4.8
04939   235     51.7333  11.1167 19470101 19581231     4383      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
04977    45     52.5447  11.9724 19930101 20020430     3407   3407 -25.2  20.0  4.18     0 -99.0 -99.0 -99.0  3407   0.0  53.3   1.4     0 -99.0 -99.0 -99.0
04978   395     50.6390  10.0228 19860101 20151231    10196  10196 -24.0  19.4  3.02     0 -99.0 -99.0 -99.0 10196   0.0  64.1   2.2     0 -99.0 -99.0 -99.0
04987   179     49.6122   9.6747 19860501 20040630     6636   6635 -24.5  19.5  3.77     0 -99.0 -99.0 -99.0  6636   0.0  63.0   1.8     0 -99.0 -99.0 -99.0
04997   193     50.9777  12.3432 19941001 20151231     7762   7762 -30.0  19.8  3.02     0 -99.0 -99.0 -99.0  7762   0.0  83.2   1.7     0 -99.0 -99.0 -99.0
05009    38     53.7610  12.5574 19470101 20151231    25187  24954 -29.6  19.9  3.33 11109   0.8  38.0  12.0 24965   0.0  74.5   1.5 22223   0.0  17.1   4.5
05014     7     53.2758   8.9857 19520101 20151231    23133  22999 -26.2  20.6  3.64     0 -99.0 -99.0 -99.0 23132   0.0  90.9   2.1  2281   0.0  15.5   4.1
05017   633     50.4002  11.3889 19480101 20151231    24717  19238 -26.5  18.6  1.37     0 -99.0 -99.0 -99.0 24715   0.0 112.4   2.7     0 -99.0 -99.0 -99.0
05024    61     52.2333  12.0500 19470101 19501231     1461   1417 -25.2  22.1  3.06     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
05029   386     49.4738   7.0386 19750601 20151231    14814  14781 -24.0  24.3  4.41 14722   1.1  38.5  10.9 14696   0.0  65.2   2.7 14745   0.0  15.5   4.5
05032   195     49.8850   9.8463 19860501 20031231     6454   6433 -25.0  19.5  4.21     0 -99.0 -99.0 -99.0  6454   0.0  59.2   1.8     0 -99.0 -99.0 -99.0
05039   236     50.8430  10.1613 19910101 19981231     2922   2920 -20.3  17.5  3.04     0 -99.0 -99.0 -99.0  2922   0.0  50.7   1.9     0 -99.0 -99.0 -99.0
05046   500     49.8578  12.3541 19670101 20151231    15767  15767 -30.0  19.4  2.14     0 -99.0 -99.0 -99.0 15767   0.0 107.7   1.9     0 -99.0 -99.0 -99.0
05064    37     51.2898   6.4443 19540101 20151231    22431  21889 -25.1  21.0  5.14     0 -99.0 -99.0 -99.0 22404   0.0  58.4   2.1     0 -99.0 -99.0 -99.0
05067   491     51.7643   9.5628 19370101 19660930    10804   4748 -24.5  16.5  1.62     0 -99.0 -99.0 -99.0 10802   0.0  69.9   3.0     0 -99.0 -99.0 -99.0
05068    80     51.5833  13.0000 19470101 19901231    16071  11078 -29.5  19.0  3.02     0 -99.0 -99.0 -99.0 16071   0.0  94.6   1.5  8949   0.0  16.0   4.6
05074   626     47.8663  12.6566 19360101 19601231     9041   3581 -32.6  17.0  1.59     0 -99.0 -99.0 -99.0  9039   0.0 165.8   4.3  1426   0.0  15.3   4.2
05075   635     47.8516  12.6182 19711001 20040630    11959  11897 -25.2  18.4  3.31     0 -99.0 -99.0 -99.0 11959   0.0 108.8   4.1  4745   0.0  14.7   4.8
05078     2     53.9619  10.8892 19400101 20010930    22189  18349 -24.0  21.0  4.34 10848   2.0  42.0  12.0 22096   0.0  95.1   1.7 19490   0.0  16.8   4.7
05088     3     54.5337  13.2460 19910101 20001231     3653   3623 -19.6  20.0  4.31     0 -99.0 -99.0 -99.0  3653   0.0  44.1   1.6  1645   0.0  14.5   4.4
05097    10     54.0661  12.7675 19910101 20151231     9131   9128 -26.5  20.2  3.32     0 -99.0 -99.0 -99.0  9131   0.0  64.6   1.7  4010   0.0  15.9   4.6
05099   132     49.7326   6.6131 19070501 20151231    31808  20669 -22.5  20.5  4.37     0 -99.0 -99.0 -99.0 31807   0.0  71.1   2.1 14476   0.0  14.4   3.6
05100   265     49.7479   6.6582 19480101 20151231    24837  24836 -23.8  22.1  4.57 20802   1.0  42.0  11.0 24837   0.0  57.8   2.1 24835   0.0  15.9   4.3
05105   700     48.3132   9.2472 19470101 19730228     9556   2800 -29.6  15.4 -0.10     0 -99.0 -99.0 -99.0  9556   0.0  58.6   2.2     0 -99.0 -99.0 -99.0
05107   769     48.2813   9.3136 19880601 20031231     5692   5692 -26.5  17.0  1.67     0 -99.0 -99.0 -99.0  5692   0.0  87.2   2.4     0 -99.0 -99.0 -99.0
05109    69     53.5997  13.3039 20000701 20151231     5624   2743 -27.0  20.0  3.66   822   3.3  28.5  11.3  5299   0.0  61.9   1.5  1181   0.0  15.5   4.3
05111   559     48.0310  12.5396 19450101 20151231    25929  23799 -34.6  19.3  2.98     0 -99.0 -99.0 -99.0 25926   0.0 145.5   2.9     0 -99.0 -99.0 -99.0
05120   370     48.5198   9.0515 19500101 19820430    11808  11692 -27.3  19.2  2.83  4288   1.5  33.2   8.7 11808   0.0  75.3   2.0 11749   0.0  15.8   4.6
05127   649     48.0083   8.8179 19910201 20031231     4717   4717 -25.0  16.5  1.32     0 -99.0 -99.0 -99.0  4717   0.0  65.4   2.4  4717   0.0  13.2   4.4
05128   675     47.9552   8.7565 19810601 19901231     3501   3379 -30.6  18.1  1.22     0 -99.0 -99.0 -99.0  3501   0.0  58.0   2.4  2893   0.0  13.8   4.4
05133   295     51.3343   8.9132 19980601 20151231     6423   6423 -22.6  18.8  3.48     0 -99.0 -99.0 -99.0  6423   0.0  66.1   1.9  4031   0.0  14.5   4.0
05138   446     47.7713   9.1562 19460101 20031231    20880  17476 -25.1  20.4  3.81     0 -99.0 -99.0 -99.0 20880   0.0 116.0   2.4 18112   0.0  15.0   4.7
05142     1     53.7444  14.0697 19470101 20151231    25200  19579 -33.5  20.9  3.14 11881   0.8  40.0  11.2 23109   0.0  95.1   1.5  8523   0.0  16.1   4.6
05146    50     52.9414  10.5289 19510101 20151231    20911  20684 -29.3  19.0  3.30     0 -99.0 -99.0 -99.0 20909   0.0  60.8   1.7 18225   0.0  16.1   4.2
05149   308     49.5742  10.1916 19510301 20151231    18872  15507 -28.0  21.5  3.29     0 -99.0 -99.0 -99.0 18871   0.0  73.0   1.8     0 -99.0 -99.0 -99.0
05155   567     48.3837   9.9524 19440101 20140831    25126  23889 -31.0  18.5  2.75 15795   1.0  39.6   8.7 25122   0.0  77.9   2.0 23403   0.0  15.6   4.6
05158   162     52.1601  11.1759 19871201 20151231    10231   8279 -21.0  20.2  3.81  9279   0.0  37.3  11.9  9211   0.0  79.8   1.5  8150   0.0  16.3   4.6
05165    95     52.8499  10.2898 19480201 20061231    21519  21191 -27.0  20.3  3.41     0 -99.0 -99.0 -99.0 21519   0.0  76.6   2.2     0 -99.0 -99.0 -99.0
05185   291     49.5933  11.0704 19711101 20061231    12845  12845 -28.8  18.6  2.69     0 -99.0 -99.0 -99.0 12845   0.0  64.8   2.1  6636   0.0  14.8   4.2
05229   720     48.0453   8.4608 19470101 20151231    25202  23682 -34.8  17.6  0.98     0 -99.0 -99.0 -99.0 25202   0.0  97.0   2.5     0 -99.0 -99.0 -99.0
05236    51     52.8318   8.3112 19590101 19791231     7670   7670 -22.8  19.2  4.14     0 -99.0 -99.0 -99.0  7670   0.0  72.7   2.1  4808   0.0  14.8   3.8
05244   220     49.2581   6.8612 19610101 19820228     7608   7608 -20.0  19.8  4.41  1747   1.8  30.4   8.0  7608   0.0  73.7   2.0     0 -99.0 -99.0 -99.0
05250   223     48.0908   7.6353 19360101 20031231    23346  17140 -29.2  20.5  5.02     0 -99.0 -99.0 -99.0 23344   0.0  65.4   1.9 13271   0.0  15.0   4.8
05252   100     52.1030   9.5845 19470101 19571231     4018   3959 -28.2  16.5  1.88     0 -99.0 -99.0 -99.0  4017   0.0  61.1   2.1  3959   0.0  14.2   4.2
05267    86     52.0722  11.0222 19630601 19751231     4597   4597 -30.2  19.7  2.68     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
05275   105     49.2447   8.5373 19851001 20151231    11049  11049 -24.8  21.1  5.26     0 -99.0 -99.0 -99.0 11049   0.0  64.2   1.9     0 -99.0 -99.0 -99.0
05277   349     50.8113   9.1275 19980101 20090630     4117   3763 -17.3  18.4  3.75     0 -99.0 -99.0 -99.0  3812   0.0  60.2   2.7  3920   0.0  15.5   4.1
05279   176     51.6184   9.5761 19510101 20151231    22130  22050 -28.2  19.5  3.85     0 -99.0 -99.0 -99.0 22127   0.0  66.5   2.2  4293   0.0  15.0   3.5
05280    35     53.9223  10.2268 19810401 20151231    12693  12693 -24.2  19.5  4.05     0 -99.0 -99.0 -99.0 12693   0.0  76.9   2.4     0 -99.0 -99.0 -99.0
05282   246     51.1197  13.6744 19170101 19740630    21000  11869 -26.8  22.1  4.19   861  12.0  43.0  17.6 21000   0.0 114.1   1.8 14791   0.0  16.1   4.6
05284   224     48.8279   9.3228 19780101 19911231     5113   5113 -24.2  20.4  4.66     0 -99.0 -99.0 -99.0  5113   0.0 110.0   2.2     0 -99.0 -99.0 -99.0
05291  1005     47.9760   8.1558 19480101 19611231     5114   4444 -29.3  14.2 -0.78     0 -99.0 -99.0 -99.0  5113   0.0 103.7   4.2   275   0.0  13.5   4.0
05296   376     51.2070   9.0658 19470101 19890430    15461  14426 -24.1  20.4  3.01     0 -99.0 -99.0 -99.0 15461   0.0  69.3   1.7     0 -99.0 -99.0 -99.0
05300   380     50.2596   8.3607 19510101 20151231    21733  21733 -27.5  20.0  3.00     0 -99.0 -99.0 -99.0 21732   0.0 107.3   2.0 11351   0.0  15.4   4.2
05306   940     48.9293  13.4641 19711201 20031231    11719  11719 -27.6  17.5  1.00  7251   1.0  38.0   8.7 11719   0.0 130.4   3.7 11688   0.0  14.2   4.1
05317   509     50.0097  12.2979 19490101 19571231     3287      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0  3286   0.0  63.4   1.6     0 -99.0 -99.0 -99.0
05320   330     47.6172   8.2388 19530101 19910630    14060  13118 -25.2  18.8  3.42     0 -99.0 -99.0 -99.0 14060   0.0  78.9   3.1     0 -99.0 -99.0 -99.0
05335   348     50.8963  10.5484 19910101 20151231     6604   6604 -24.2  19.2  3.27     0 -99.0 -99.0 -99.0  6604   0.0  64.8   1.9     0 -99.0 -99.0 -99.0
05344     3     53.7870   7.9066 19410301 20061231    23955  22037 -19.6  19.9  5.53     0 -99.0 -99.0 -99.0 23955   0.0  67.2   2.1  5998   0.0  16.2   4.6
05347   236     51.5040   9.1118 19980101 20151231     6555   6459 -23.4  18.9  3.25  4727   1.9  31.1  10.0  6454   0.0  59.0   1.7  6478   0.0  16.1   4.2
05349    73     53.5196  12.6654 19470101 20151231    24343  18693 -33.0  22.0  3.43 11375   2.4  31.8  10.5 22199   0.0  56.7   1.6 12910   0.0  16.4   4.6
05361   270     50.6271   9.4420 19490101 20051231    20819  20513 -28.5  19.0  2.61     0 -99.0 -99.0 -99.0 20819   0.0  70.9   1.9     0 -99.0 -99.0 -99.0
05369   443     48.0572  12.2202 19490101 19931231    16068  15648 -35.0  18.3  2.53     0 -99.0 -99.0 -99.0 16067   0.0 100.1   3.0     0 -99.0 -99.0 -99.0
05371   921     50.4973   9.9428 19360101 20151231    26512  25323 -27.9  18.3  1.15 19062   1.2  47.8  14.1 26508   0.0  73.4   3.0 26512   0.0  15.7   4.3
05377  1923     47.5714  12.9337 19480101 19530930     2100      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0  2099   0.0  66.2   4.9     0 -99.0 -99.0 -99.0
05397   440     49.6663  12.1845 19470101 20151231    25202  25063 -32.9  18.1  1.83 19604   0.9  33.3   8.8 25202   0.0  74.6   1.9 24563   0.0  15.7   4.4
05398   425     49.1965  10.6487 19480101 19710630     8582   7914 -30.0  19.2  1.18     0 -99.0 -99.0 -99.0  8582   0.0  63.8   1.9     0 -99.0 -99.0 -99.0
05403   309     49.5900  10.2588 19911101 20041231     4810   4810 -26.4  20.0  3.13     0 -99.0 -99.0 -99.0  4810   0.0  50.4   1.7     0 -99.0 -99.0 -99.0
05404   477     48.4022  11.6944 19310101 20141231    29274  27067 -33.5  27.8  2.26  9414   0.9  35.5   9.0 29259   0.0  80.7   2.1 27067   0.0  15.4   4.8
05419   264     50.9744  11.3080 19510101 20070630    20635  18502 -29.0  19.0  2.71  5425   0.0  35.3  11.2 12916   0.0  66.0   1.5 12932   0.0  15.7   4.4
05424   325     51.0176  11.3544 19910101 20151231     3167   3167 -26.1  19.7  3.32     0 -99.0 -99.0 -99.0  3167   0.0  63.5   1.6  3135   0.0  16.0   4.7
05426   553     49.3758   8.1213 19530101 20151231    20515  20513 -24.0  22.2  4.30 12353   0.5  50.7  15.1 20513   0.0  73.2   1.6 19998   0.0  15.8   4.6
05429   219     49.1512   9.2920 19530101 19840630    11504  11384 -29.8  20.5  4.02     0 -99.0 -99.0 -99.0 11504   0.0 117.5   2.0  7274   0.0  15.0   4.4
05431    24     53.0333  11.8000 19470101 19760930    10866  10866 -30.9  18.9  2.56     0 -99.0 -99.0 -99.0  9405   0.0  70.4   1.6  9405   0.0  16.4   4.4
05433   380     49.5534   6.8120 19570101 20151231    21458  21458 -22.0  24.0  3.72     0 -99.0 -99.0 -99.0 21458   0.0  93.2   3.3  4117   0.0  15.2   4.5
05434   317     50.0858  11.2364 19510101 19920531    15127  14780 -28.0  18.7  2.71     0 -99.0 -99.0 -99.0 15127   0.0  65.3   2.1     0 -99.0 -99.0 -99.0
05435   455     48.8459   8.9079 19810101 20031231     8400   8400 -25.0  23.0  4.07     0 -99.0 -99.0 -99.0  8400   0.0  69.2   2.1     0 -99.0 -99.0 -99.0
05440   439     49.0114  10.9319 19360101 20151231    28840  28468 -34.0  20.6  2.91 17160   1.0  32.7   9.3 28839   0.0  77.9   1.9 25021   0.0  15.6   4.8
05442   115     51.2165  11.9710 19910101 20051231     5479   5479 -20.9  19.3  4.73     0 -99.0 -99.0 -99.0  5479   0.0  64.0   1.4     0 -99.0 -99.0 -99.0
05445   165     51.2120  10.9956 19910101 20071231     6119   6119 -24.8  19.2  3.21     0 -99.0 -99.0 -99.0  6119   0.0  55.0   1.5     0 -99.0 -99.0 -99.0
05453   173     48.1880   7.6977 19920601 20031231     4231   4231 -19.5  19.0  4.29     0 -99.0 -99.0 -99.0  4231   0.0  56.9   1.9     0 -99.0 -99.0 -99.0
