DWD - Day Historical Data
minbod/gust/ppt/sundur   
                         
                         
AJ_Kettle  20171003
                                        
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  MNBOD MNBOD MNBOD MNBOD GUST  GUST  GUST  GUST  PPT   PPT   PPT   PPT   SUNDR SUNDR SUNDR SUNDR 
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL        C     C     C           m/s   m/s   m/s         mm    mm    mm          hour  hour  hour  
+---+ +------+ +------+ +------+ +------+ +------+ +------+ +----++----++----++----++----++----++----++----++----++----++----++----++----++----++----++----+
02597   282     50.2241  10.0792 19460101 20151231    25567  25447 -27.7  21.7  3.40 15606   0.0  31.6   7.9 25566   0.0  73.3   1.9 25196   0.0  15.8   4.2
02600   188     49.7363  10.1781 19821101 20151231    11992  11976 -24.4  20.6  3.88     0 -99.0 -99.0 -99.0 11992   0.0  83.8   1.6     0 -99.0 -99.0 -99.0
02601   826     50.2218   8.4469 19360101 20151231    28788  24442 -29.3  20.0  2.04 17847   0.5  47.0  12.3 28723   0.0 124.5   2.7 27658   0.0  15.8   4.1
02609    40     53.9587  10.3293 19740901 19810331     2404   2404 -23.5  16.5  2.46     0 -99.0 -99.0 -99.0  2404   0.0  38.3   2.2     0 -99.0 -99.0 -99.0
02618   732     50.8458  10.4803 19910101 20151231     9131   8796 -23.6  18.5  1.74     0 -99.0 -99.0 -99.0  9131   0.0  71.0   3.3     0 -99.0 -99.0 -99.0
02621    42     52.4036  13.2319 19560101 19691231     5114   5114 -33.4  19.4  2.83     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
02627   128     51.5554  13.8846 19960701 20151231     7123   7123 -26.9  19.9  2.25     0 -99.0 -99.0 -99.0  7123   0.0  77.6   1.7  7122   0.0  15.5   4.8
02629    46     51.7612   6.0954 19471111 20151231    24552  22735 -24.2  20.5  4.80     0 -99.0 -99.0 -99.0 24552   0.0  63.1   2.2  9738   0.0  15.8   4.2
02638   973     48.1054   8.7549 19470101 20151231    25199  25027 -28.6  21.1  1.98 17119   2.0  47.7  11.5 25063   0.0  84.6   2.4 25115   0.0  15.7   5.1
02641    85     51.5185  12.9065 19941001 20151231     7762   7762 -31.5  19.0  3.20     0 -99.0 -99.0 -99.0  7760   0.0  79.4   1.6     0 -99.0 -99.0 -99.0
02654   200     49.0265   8.7554 19490101 19831031    12357  10923 -26.8  19.6  4.11     0 -99.0 -99.0 -99.0 12355   0.0  70.0   2.2     0 -99.0 -99.0 -99.0
02657    85     50.3369   7.5992 19510101 20080131    20850  20802 -24.5  21.0  5.33     0 -99.0 -99.0 -99.0 20850   0.0  85.4   1.8     0 -99.0 -99.0 -99.0
02665    45     50.9615   6.9712 19360101 19841231    16225  16225 -29.3  20.7  4.67     0 -99.0 -99.0 -99.0 16224   0.0  83.5   2.1  6878   0.0  15.5   4.1
02667    92     50.8646   7.1575 19570901 20151231    21306  21306 -27.7  22.2  4.21 21248   1.6  35.9   9.8 21306   0.0  63.3   2.2 21276   0.0  16.0   4.2
02680   288     50.2840  10.4456 19510101 20151231    23741  20576 -31.4  19.0  2.48     0 -99.0 -99.0 -99.0 23741   0.0 126.8   1.7  1003   0.0  14.6   3.7
02689    40     53.2279   9.6527 19500101 19601231     4018   4018 -29.1  19.3  2.05     0 -99.0 -99.0 -99.0  4017   0.0  46.8   1.9  4018   0.0  16.0   4.2
02691   378     48.6707  11.2173 19940401 20081231     5389   5389 -24.8  18.0  3.37     0 -99.0 -99.0 -99.0  5389   0.0  66.9   2.0  5389   0.0  14.7   4.7
02700   416     48.8302  11.4872 19490101 20151231    24471  24198 -26.2  20.3  3.25     0 -99.0 -99.0 -99.0 24470   0.0  64.7   1.9 24470   0.0  15.3   4.7
02701   136     51.1329  11.7252 19470101 20070331     6026   5130 -22.5  18.8  3.71     0 -99.0 -99.0 -99.0  4565   0.0  55.5   1.6  4565   0.0  15.4   4.8
02703   496     51.8550   9.3239 19980101 20001010     1008      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0   849   0.0  41.1   1.6   960   0.0  14.3   4.1
02704    76     51.7515  12.0079 19931001 20151231     8066   8056 -27.7  19.2  3.66     0 -99.0 -99.0 -99.0  8065   0.0  60.4   1.6     0 -99.0 -99.0 -99.0
02708   740     47.6652  11.0804 19910801 20151231     8906   8884 -24.9  16.6  1.81     0 -99.0 -99.0 -99.0  8905   0.0 128.3   3.6  8887   0.0  14.1   4.3
02712   443     47.6774   9.1901 19721101 20151231    15766  15766 -23.8  20.6  4.54 15759   0.5  34.0   8.3 15766   0.0  81.4   2.3 15766   0.0  15.5   4.6
02717   395     51.2662   8.8309 19890601 20051231     6027   6027 -23.6  18.0  3.29     0 -99.0 -99.0 -99.0  6027   0.0  45.2   2.2     0 -99.0 -99.0 -99.0
02750   312     50.2524  11.3208 19490101 20151231    24106  20167 -27.7  20.6  2.60     0 -99.0 -99.0 -99.0 24105   0.0 102.7   2.2  3712   0.0  13.9   4.0
02761   520     48.2510  10.4163 19510101 19901031    14549  14448 -30.9  18.0  2.35     0 -99.0 -99.0 -99.0 14549   0.0  98.5   2.6 14549   0.0  15.0   4.4
02770    35     53.9015  10.2359 19730701 19740831      427    427 -13.1  17.6  4.64     0 -99.0 -99.0 -99.0   427   0.0  28.1   2.3     0 -99.0 -99.0 -99.0
02773   417     49.4283  11.9016 20000701 20151231     5662   2801 -26.0  24.0  3.44  5513   1.5  32.4   7.9  5296   0.0  78.2   1.8     0 -99.0 -99.0 -99.0
02775   225     49.2795   9.6925 19460101 19800630    12600  10686 -28.6  19.4  3.28     0 -99.0 -99.0 -99.0 12600   0.0  69.8   2.4     0 -99.0 -99.0 -99.0
02780   330     50.1003  11.4494 19600101 19820531     8187   8187 -27.8  18.8  2.27     0 -99.0 -99.0 -99.0  8187   0.0  56.9   1.9     0 -99.0 -99.0 -99.0
02783   436     48.5126  12.1513 19660901 19920831     9497   9497 -27.2  18.5  3.08     0 -99.0 -99.0 -99.0  9497   0.0  94.8   2.3  9497   0.0  15.0   4.7
02790   296     49.5592   7.4134 19700101 19810831     4261   4261 -26.2  16.4  2.43     0 -99.0 -99.0 -99.0  4261   0.0  71.3   2.1     0 -99.0 -99.0 -99.0
02794    40     52.9363  12.4093 19860601 20151231    10800   8400 -28.2  29.0  3.39  9439   1.3  39.5  11.1 10007   0.0 100.0   1.6  8475   0.0  16.2   4.6
02796    40     53.9156  12.2790 20000601 20151231     5692   2836 -33.0  22.0  4.08     0 -99.0 -99.0 -99.0  5358   0.0  41.5   1.7   500   0.0  15.5   3.7
02812   155     48.3647   7.8280 19500101 20151231    23649  22812 -23.3  20.5  4.83 12805   0.5  39.9   8.1 22888   0.0  71.3   2.3 11141   0.0  15.5   4.9
02814   685     48.5121   9.7645 19490101 20151231    23922  23405 -29.0  18.6  1.77     0 -99.0 -99.0 -99.0 23921   0.0  86.6   2.6  6879   0.0  14.5   4.5
02821   214     51.9603  10.0157 19480101 19571231     3653   3653 -30.3  17.7  2.94     0 -99.0 -99.0 -99.0  3652   0.0  45.8   2.3     0 -99.0 -99.0 -99.0
02829   621     48.0772  10.9144 20000601 20151231     5692   2816 -25.0  19.0  3.31  5645   2.1  32.4   9.2  5332   0.0 109.0   2.6  5056   0.0  15.6   5.1
02830   602     48.0349  10.8709 19500101 19671231     6574   6191 -30.0  18.3  1.91     0 -99.0 -99.0 -99.0  6571   0.0  85.1   2.9     0 -99.0 -99.0 -99.0
02831   393     48.5357  12.1132 19470111 20080331    13291  13291 -28.1  17.9  2.62     0 -99.0 -99.0 -99.0 13288   0.0  94.6   2.1  4665   0.0  15.1   4.7
02856    91     51.9173  13.0878 19930601 20151231     8249   8249 -26.8  20.0  3.35  5968   2.3  32.4   9.8  8249   0.0  78.6   1.5     0 -99.0 -99.0 -99.0
02857   175     51.1173  10.6568 19470401 19581130     4262   1971 -25.7  19.3  3.38     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
02861     5     53.7445   7.4775 19510101 19860630    12965  12965 -19.4  20.1  5.19     0 -99.0 -99.0 -99.0 12965   0.0  58.8   2.0 10043   0.0  16.4   4.3
02872    15     52.8457   7.3489 19470101 19501231     1461   1461 -15.2  16.8  3.77     0 -99.0 -99.0 -99.0  1460   0.0  61.4   1.9     0 -99.0 -99.0 -99.0
02878   119     51.3912  11.8785 19510101 20070430    20574  17899 -27.8  21.8  3.45     0 -99.0 -99.0 -99.0 19023   0.0  96.0   1.3 18990   0.0  15.6   4.1
02879   199     49.5781   9.7142 19490101 19851231    13149  12970 -28.0  20.4  3.48     0 -99.0 -99.0 -99.0 13148   0.0 103.8   1.8     0 -99.0 -99.0 -99.0
02886   539     48.2176   9.9097 20000701 20151231     5655   2724 -28.0  19.0  3.03  5487   0.0  40.0   8.6  5256   0.0  52.0   2.2     0 -99.0 -99.0 -99.0
02905   550     48.1849  10.8507 20000601 20151231     5691   2655 -29.0  23.0  2.01  5640   1.5  30.9   8.8  5178   0.0  64.0   2.5     0 -99.0 -99.0 -99.0
02906     5     54.7750   8.9808 19510101 19750228     8825   8825 -24.5  19.5  3.61     0 -99.0 -99.0 -99.0  8825   0.0  90.8   2.4  7576   0.0  16.8   4.6
02907     7     54.7903   8.9514 19741101 20151231    15036  14995 -25.5  19.6  3.35 14682   2.1  43.2  11.8 14976   0.0  66.2   2.3 14998   0.0  16.6   4.3
02912     9     54.7419   9.8791 19560301 19741130     6849   6849 -19.5  18.7  3.94     0 -99.0 -99.0 -99.0  6849   0.0  45.7   2.0  6576   0.0  17.2   4.7
02915   640     50.4833  11.4500 19470101 19611231     5479   5479 -28.4  17.3  0.85     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
02920   365     48.7654  12.5121 19780901 19970630     6848   6832 -31.8  19.0  3.02     0 -99.0 -99.0 -99.0  6848   0.0  77.9   2.0  5662   0.0  15.2   4.5
02923   663     47.9116  10.6124 19550101 19700531     5630   5615 -38.5  17.8  1.50     0 -99.0 -99.0 -99.0  5629   0.0 131.4   3.1     0 -99.0 -99.0 -99.0
02925   356     51.3933  10.3123 19570101 20151231    21549  18259 -30.4  18.7  2.59 13009   0.0  33.0  10.6 21549   0.0  72.7   1.9 21549   0.0  15.9   4.2
02928   138     51.3151  12.4462 18631201 20151231    50069  18400 -31.1  21.3  3.81  7150   2.2  34.0   9.6 48115   0.0  93.3   1.7 10483   0.0  15.7   4.6
02931   128     51.3920  12.3962 19590112 19720430     4514   4514 -32.4  19.9  3.03     0 -99.0 -99.0 -99.0  4514   0.0  46.3   1.5  4514   0.0  15.8   4.0
02932   131     51.4348  12.2396 19340101 20151231    21708  20799 -34.7  20.1  3.78 15491   0.0  37.0  10.8 21703   0.0  77.1   1.4 19980   0.0  16.0   4.5
02947   286     51.1334   8.0352 19620401 20151231    19633  19633 -32.3  19.2  3.02     0 -99.0 -99.0 -99.0 19633   0.0  86.6   2.8  2809   0.0  15.2   3.9
02949   758     48.5396   9.5275 19470801 20020131    19848  17725 -31.4  21.4  2.95     0 -99.0 -99.0 -99.0 19847   0.0  74.2   2.8  9405   0.0  15.2   4.8
02950    14     54.2190  10.8844 19620401 20061231    16346  16346 -26.0  19.1  3.95     0 -99.0 -99.0 -99.0 16346   0.0  98.5   1.9     0 -99.0 -99.0 -99.0
02951    20     53.1007  11.4864 19941001 20151231     7762   7762 -26.6  20.0  3.56     0 -99.0 -99.0 -99.0  7762   0.0  64.4   1.6  7426   0.0  16.1   4.4
02961     5     54.4996  10.2737 19980101 20151231     6521      0 -99.0 -99.0-99.00  5269   4.1  46.9  14.9     0 -99.0 -99.0 -99.0  6323   0.0  18.0   5.0
02963    92     51.3167  12.0333 19470101 19661231     7305   7212 -27.0  21.6  3.95     0 -99.0 -99.0 -99.0  7304   0.0  62.7   1.4  7305   0.0  15.6   4.6
02968    43     50.9895   6.9779 19450101 20151231    25590  22878 -19.0  22.6  6.77     0 -99.0 -99.0 -99.0 25576   0.0  91.3   2.1 16801   0.0  15.4   4.0
02985   321     50.9383  14.2093 19940601 20151231     7884   7883 -24.4  22.0  3.88  7799   0.0  33.8  11.8  7879   0.0  78.8   2.2  7865   0.0  15.9   4.4
02996   352     48.7726   8.7287 19470101 19601231     5114      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0  5113   0.0  56.2   2.4  5114   0.0  14.0   4.4
03001   284     48.0674   7.6770 19650101 19900531     9282   9282 -24.4  19.8  3.97     0 -99.0 -99.0 -99.0  9282   0.0  62.1   2.3  9282   0.0  14.2   3.9
03004   185     50.4116   8.0605 19490101 19990630    16039  16014 -30.2  19.8  3.60     0 -99.0 -99.0 -99.0 16038   0.0  55.7   1.8 14885   0.0  15.1   4.0
03007    96     49.4111   8.3980 19470101 19551231     3287   3075 -21.6  20.5  3.79     0 -99.0 -99.0 -99.0  3286   0.0  50.0   1.5  3226   0.0  15.1   5.1
03015    98     52.2085  14.1180 19060401 20151231    40087  25198 -30.5  22.8  3.86 15789   0.0  34.0  10.5 40087   0.0 171.7   1.5 39727   0.0  16.2   4.6
03016   760     47.5980   9.8878 19700601 19880430     6544   6451 -33.2  21.8  2.07     0 -99.0 -99.0 -99.0  6544   0.0  90.3   5.1     0 -99.0 -99.0 -99.0
03018   445     49.7117   8.7804 19730401 20051231    11963  11963 -25.0  18.6  4.02     0 -99.0 -99.0 -99.0 11963   0.0  85.8   3.1     1   4.8   4.8   4.8
03023    22     52.5181   7.3081 19510101 20151231    23741  23740 -23.1  21.0  5.02 16731   1.6  41.8  10.5 23741   0.0  88.6   2.2 23698   0.0  15.8   4.0
03028   157     51.7855   8.8388 19510101 20151231    23741  22730 -30.0  24.0  3.74 16278   1.0  36.2  10.4 23741   0.0  72.6   2.5 23726   0.0  16.1   4.0
03031    92     51.6334   8.3943 19801201 20151231    12814  12814 -28.4  21.6  4.34     0 -99.0 -99.0 -99.0 12814   0.0  66.4   2.2 12814   0.0  15.0   4.3
03032    26     55.0110   8.4125 19370101 20151231    27759  27645 -21.0  21.4  5.38 24029   2.1  51.0  15.3 27757   0.0  82.5   1.9 27710   0.0  17.0   4.8
03034   500     50.4505  11.6350 19910101 20151231     9131   9131 -27.4  17.8  2.01     0 -99.0 -99.0 -99.0  9130   0.0  66.5   2.3     0 -99.0 -99.0 -99.0
03042   230     50.5617   8.2386 19930701 20151231     8219   8219 -27.5  19.1  2.92     0 -99.0 -99.0 -99.0  8219   0.0  58.1   2.5     0 -99.0 -99.0 -99.0
03044    22     52.7216   7.7463 19460101 20151231    20393  20362 -25.0  21.5  4.23     0 -99.0 -99.0 -99.0 20393   0.0 114.5   2.2 19649   0.0  16.5   3.8
03045    27     52.7432   7.8763 19930501 20070630     5174   5174 -22.5  18.4  4.38     0 -99.0 -99.0 -99.0  5174   0.0  74.3   2.3     0 -99.0 -99.0 -99.0
03056   161     50.0103   9.6100 19470101 20051031    21489  16610 -25.2  20.4  4.32     0 -99.0 -99.0 -99.0 21489   0.0  88.7   2.1  8646   0.0  15.0   4.2
03062   100     50.0352   7.8197 19510101 19890531    14001  14001 -25.7  20.4  3.93     0 -99.0 -99.0 -99.0 14001   0.0  76.3   1.7     0 -99.0 -99.0 -99.0
03076    95     49.4606   8.4246 19470101 19561231     3653   3653 -25.4  20.4  4.31     0 -99.0 -99.0 -99.0  3652   0.0  47.1   1.7  3380   0.0  15.5   4.9
03082    56     51.9333  13.8833 19730101 19741231      730    730 -14.4  16.8  3.14     0 -99.0 -99.0 -99.0   730   0.0  30.7   1.7     0 -99.0 -99.0 -99.0
03083    57     51.9267  13.8797 19911001 20151231     8858   8854 -27.6  20.3  3.35     0 -99.0 -99.0 -99.0  8858   0.0  67.3   1.5  8851   0.0  15.6   4.7
03085    15     53.8773  10.6915 19500301 19850228    12784  12784 -26.3  19.3  4.33 12478   1.2  42.0  11.6 12784   0.0  55.1   1.8 12784   0.0  16.8   4.6
03086    16     53.8025  10.6988 19850301 20151231    11263  11246 -27.0  18.5  2.80 11237   1.0  36.5  10.5 11232   0.0  95.7   1.9 11237   0.0  16.1   4.4
03088     5     53.8953  10.7040 18900101 19730630    28305  13660 -25.7  21.3  3.65     0 -99.0 -99.0 -99.0 26987   0.0  77.6   1.7     0 -99.0 -99.0 -99.0
03093    17     52.9724  11.1374 19541201 20151231    22311  22294 -30.2  20.2  3.43 16048   1.5  40.2   9.6 22301   0.0  86.9   1.5 22235   0.0  16.6   4.5
03096   444     51.2131   7.6359 19400101 19951231    20058  15371 -22.1  23.1  4.30  9622   2.1  46.0  12.0 20026   0.0 113.4   3.4 19600   0.0  15.8   3.9
03098   387     51.2452   7.6425 19940101 20151231     8035   8031 -23.2  21.1  3.54  8016   2.1  34.8  10.2  8035   0.0  62.3   3.1  8024   0.0  15.4   4.0
03101    58     51.7694   7.4128 19500101 19950930    15248  15222 -28.5  24.0  3.71     0 -99.0 -99.0 -99.0 15247   0.0  70.8   2.2 15155   0.0  15.9   4.0
03103    11     53.2657  10.4240 19470501 19971231    18508  18490 -29.7  20.5  3.59  7257   1.1  33.5   8.6 18508   0.0  55.1   1.7 17167   0.0  16.1   4.3
03113   528     50.7663  10.7201 19910101 19910731      212    212 -18.5  15.6  0.67     0 -99.0 -99.0 -99.0   212   0.0  21.9   1.7     0 -99.0 -99.0 -99.0
03126    76     52.1029  11.5827 19470101 20151231    25202  25202 -32.0  19.3  3.04 15996   0.0  37.0  10.5 25202   0.0  67.1   1.4 23651   0.0  16.0   4.6
03135   473     49.0643   9.5820 19550501 19830331    10076  10076 -30.3  18.5  2.55     0 -99.0 -99.0 -99.0 10076   0.0  79.6   2.8     0 -99.0 -99.0 -99.0
03137   195     49.9656   8.2139 19480101 20151231    24806  24011 -25.5  21.6  4.76     0 -99.0 -99.0 -99.0 24806   0.0  81.5   1.6  2542   0.0  15.1   4.6
03139   509     48.2166  11.2965 19831101 20041231     7732   7716 -31.1  18.5  3.10     0 -99.0 -99.0 -99.0  7732   0.0  77.0   2.4     0 -99.0 -99.0 -99.0
03147   418     48.7726  12.2177 19530101 20151231    18109  18015 -30.4  19.2  3.14     0 -99.0 -99.0 -99.0 18109   0.0  92.5   1.9     0 -99.0 -99.0 -99.0
03155   413     50.1015   6.8009 19611101 20151231    19722  19699 -22.3  17.7  2.95     0 -99.0 -99.0 -99.0 19703   0.0  73.2   2.5 19711   0.0  15.6   4.1
03158    12     52.5468  14.5452 19850101 20151231    11225   8663 -26.4  34.1  3.47  9263   2.0  34.5  10.4 10882   0.0  62.2   1.3  8554   0.0  15.9   4.8
03160   240     51.6084  11.4139 19520101 19801231    10076   6758 -26.1  18.1  2.34     0 -99.0 -99.0 -99.0  5295   0.0  66.4   1.4     0 -99.0 -99.0 -99.0
03164   182     50.8492   8.7746 19460101 20151231    22586  21360 -24.6  20.0  3.83     0 -99.0 -99.0 -99.0 22586   0.0  61.8   2.0  8509   0.0  15.4   4.2
03166   639     50.6510  13.1469 19560101 20151231    20452  15991 -37.7  19.5  1.61 11772   0.0  34.0  10.7 14458   0.0 166.5   2.3  8698   0.0  15.8   4.3
03167   547     50.6620   7.9602 19621201 20151231    19389  19381 -23.0  21.3  2.82 17135   1.0  34.0  10.4 19389   0.0  77.7   3.1 19389   0.0  15.5   4.1
03170     5     54.4937  11.2405 20000703 20100430     3279      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
03196    81     53.3223  11.9319 19470101 20151231    25202  19540 -30.6  20.0  2.96 12059   0.0  33.0  10.5 23078   0.0  83.7   1.8  6936   0.0  16.1   4.5
03204   427     50.7334  10.8815 19910101 20151231     9131   9131 -25.8  20.0  2.89     0 -99.0 -99.0 -99.0  9131   0.0 101.6   2.1  9130   0.0  14.9   4.4
03211  1011     48.9359  13.5747 19420101 19561231     5449   4684 -32.4  15.5 -0.61     0 -99.0 -99.0 -99.0  5447   0.0  86.6   3.3  5449   0.0  15.3   4.9
03212   230     50.3249   7.2300 19610101 20021231    15218  15218 -24.5  19.0  3.13     0 -99.0 -99.0 -99.0 15217   0.0  62.0   1.6     0 -99.0 -99.0 -99.0
03222    60     52.3411   9.1403 19610101 19781231     6574   6574 -23.0  18.4  4.31     0 -99.0 -99.0 -99.0  6574   0.0  53.0   1.9     0 -99.0 -99.0 -99.0
03223   460     47.6985   9.2753 19470101 19770930    11231   8400 -24.6  18.9  4.18     0 -99.0 -99.0 -99.0 11203   0.0 118.6   2.4     0 -99.0 -99.0 -99.0
03226   107     51.7259  11.5111 20060801 20151231     3440   3440 -27.0  18.5  3.13     0 -99.0 -99.0 -99.0  3436   0.0  62.2   1.6     0 -99.0 -99.0 -99.0
03228   506     51.0976   7.6670 19790801 19951231     5997   5997 -22.0  20.0  3.03  4889   1.3  31.1   9.9  5997   0.0  87.3   4.3     0 -99.0 -99.0 -99.0
03231   450     50.5612  10.3771 19790101 20151231    13514  13514 -29.6  18.9  2.17 12600   0.0  32.3  10.1 13514   0.0  61.3   1.8 13514   0.0  15.9   4.2
03234   157     51.1294  13.4327 19560601 20151231    19265   6633 -28.1  20.4  2.96     0 -99.0 -99.0 -99.0 19234   0.0 107.0   1.8     0 -99.0 -99.0 -99.0
03236    89     52.2044   8.3382 19860701 20011231     5663   5663 -26.2  18.3  4.50     0 -99.0 -99.0 -99.0  5663   0.0  40.8   2.2     0 -99.0 -99.0 -99.0
03244   615     47.9820  10.1384 19610101 20151231    20057  20018 -30.1  18.8  2.33  1650   3.1  27.4   8.7 20057   0.0  93.6   2.7  2343   0.0  14.5   4.8
03245   630     47.9833  10.2333 20000701 20021120      852      3  -3.0   2.0 -0.37   335   2.1  27.8   8.7   326   0.0  56.5   3.1     0 -99.0 -99.0 -99.0
03246   181     50.3667   7.3167 20000701 20070613     2529     30  -2.0  18.0  8.40  2156   2.1  27.2   9.4  1921   0.0  51.0   1.5     0 -99.0 -99.0 -99.0
03254    19     52.7156   7.3176 20000702 20151231     5656   1864 -20.0  21.0  4.50  5568   1.8  31.0   9.4  3886   0.0  52.0   2.1  4047   0.0  16.0   4.2
03257   250     49.4773   9.7623 19470101 20151231    25202  23424 -31.6  20.9  3.25     0 -99.0 -99.0 -99.0 25200   0.0  67.5   1.9   791   0.0  13.0   3.5
03268   920     48.1875   8.9938 20000601 20151231     5600   2663 -25.0  17.0  1.64   805   2.3  23.9   9.4  5203   0.0  65.4   2.7  1388   0.0  14.9   4.6
03271   313     48.8548  12.9187 19410101 20151231    27393  26083 -34.8  18.4  2.04     0 -99.0 -99.0 -99.0 27393   0.0  81.7   2.6 27392   0.0  15.3   4.7
03278   355     48.5376   9.2733 20030101 20151231     4455   4455 -25.0  19.5  3.49     0 -99.0 -99.0 -99.0  4455   0.0  61.9   2.3  4450   0.0  14.8   5.0
03284   240     49.6691   9.0085 19870101 20151231    10592  10592 -25.2  19.6  4.24     0 -99.0 -99.0 -99.0 10592   0.0  93.1   2.4     0 -99.0 -99.0 -99.0
03287   453     49.7176   9.0997 19871001 20151231    10319  10316 -25.9  22.3  4.01 10207   0.0  34.5  10.3 10319   0.0  75.9   2.3 10319   0.0  15.8   4.5
03289   355     50.7281  11.7838 19910101 20151231     8096   8096 -28.1  19.6  3.01     0 -99.0 -99.0 -99.0  8096   0.0  69.6   1.9     0 -99.0 -99.0 -99.0
03291   128     49.7120   9.2258 19801101 20031231     8461   8461 -24.5  19.9  4.16     0 -99.0 -99.0 -99.0  8461   0.0  66.0   2.0     0 -99.0 -99.0 -99.0
03300   155     50.2285   9.1064 19740501 19930331     6910   6910 -23.3  21.1  4.65  5029   0.5  28.1   7.3  6910   0.0  76.6   2.1  6787   0.0  15.0   4.1
03307   981     47.4778  11.2654 19460101 20151231    25506  23543 -35.2  18.1  1.73     0 -99.0 -99.0 -99.0 25506   0.0 159.9   3.9     0 -99.0 -99.0 -99.0
03313   508     49.7328   8.7771 19360901 19720331    10074   7378 -25.0  18.7  3.14     0 -99.0 -99.0 -99.0 10073   0.0  65.0   2.7     0 -99.0 -99.0 -99.0
03317    42     53.6128  10.6943 19750701 19840930     3380   3380 -27.0  18.5  3.45     0 -99.0 -99.0 -99.0  3380   0.0  35.0   2.0  2497   0.0  16.4   4.4
03319   239     49.7645   9.2531 20060901 20151231     3409   3409 -26.4  19.3  4.03     0 -99.0 -99.0 -99.0  3409   0.0  62.2   1.9     0 -99.0 -99.0 -99.0
03320    49     51.1970   6.4499 19350101 19530531     5874   2083 -20.4  19.5  4.57     0 -99.0 -99.0 -99.0  5872   0.0  66.0   2.0  2253   0.0  15.7   4.9
03340   265     50.4383   7.8061 19380101 20151231    10837   3897 -22.1  18.7  3.59     0 -99.0 -99.0 -99.0 10835   0.0  85.7   2.2     0 -99.0 -99.0 -99.0
03348   240     51.7209   9.8352 19900701 20151231     9315   8997 -26.9  18.3  2.88     0 -99.0 -99.0 -99.0  9301   0.0  59.9   2.3     0 -99.0 -99.0 -99.0
03362   244     48.9721   8.8734 19980101 20151231     6513   6259 -26.4  18.8  2.71  3439   1.8  26.1   8.6  6367   0.0  54.3   2.0  6408   0.0  15.9   4.9
03366   406     48.2791  12.5024 19530101 20151231    23010  23006 -37.0  17.9  2.40 16053   0.6  38.4   8.6 23010   0.0 134.9   2.4 23010   0.0  15.5   4.7
03370   300     51.2076  10.3956 19950401 20041130     3532   3532 -20.5  18.6  3.23     0 -99.0 -99.0 -99.0  3532   0.0  54.8   1.9     0 -99.0 -99.0 -99.0
03376    63     52.5176  14.1232 19490101 20151231    24320  18991 -32.0  19.8  2.57  8361   0.0  28.1   9.1 23164   0.0 168.5   1.5 18991   0.0  16.6   4.7
03379   515     48.1631  11.5429 19540601 20151231    22494  11306 -23.5  21.4  4.90 11240   0.9  38.6   9.3 22494   0.0 101.6   2.6 22189   0.0  15.7   4.8
03382   521     48.1441  11.6000 19451101 19531231     2983   2815 -22.5  18.1  3.65     0 -99.0 -99.0 -99.0  2983   0.0  71.1   2.5  2741   0.0  15.0   5.2
03383   515     48.1635  11.5019 18790101 19541231    26878   4355 -34.4  17.1  1.74     0 -99.0 -99.0 -99.0 26873   0.0 155.2   2.5  5052   0.0  14.4   4.9
03385   515     48.1660  11.5011 19550101 19990331    16161  16100 -31.0  18.9  2.06     0 -99.0 -99.0 -99.0 16161   0.0 101.7   2.6 15949   0.0  14.7   4.6
03388   542     48.0919  11.6486 19940201 19970131     1096   1065 -18.8  19.6  3.68     0 -99.0 -99.0 -99.0  1096   0.0  56.2   2.7     0 -99.0 -99.0 -99.0
03390   529     48.1369  11.7094 19400101 19920516    17975  17831 -36.4  17.6  1.59 15417   0.7  38.2   9.2 17974   0.0 128.5   2.6 17396   0.0  15.5   4.7
03402   750     48.3851   9.4837 19460101 20151231    25567  20088 -32.1  17.5  0.95  2882   2.6  28.8   8.9 25567   0.0  87.4   2.5 11135   0.0  14.5   4.6
03404    62     51.9494   7.5906 18910101 19911231    36159  18972 -27.2  20.6  4.32  9831   1.5  36.0   9.4 36158   0.0  97.6   2.1 18995   0.0  16.3   4.3
03425   344     48.9729   9.5708 19510101 20040531    19420  19420 -32.5  19.8  3.37     0 -99.0 -99.0 -99.0 19419   0.0  86.5   3.1   728   0.0  12.9   4.3
03426   125     51.5660  14.7009 19480401 20151231    15980   7670 -29.5  18.8  2.86     0 -99.0 -99.0 -99.0 15976   0.0  74.5   1.8  4231   0.0  15.3   4.8
